precinct,rank1,rank2,rank3
10-01,David Wheeler,Carol Becker,DeWayne Townsend
10-01,David Wheeler,Carol Becker,DeWayne Townsend
10-01,David Wheeler,Carol Becker,DeWayne Townsend
10-03,David Wheeler,Carol Becker,DeWayne Townsend
10-06,David Wheeler,Carol Becker,DeWayne Townsend
10-06,David Wheeler,Carol Becker,DeWayne Townsend
10-06,David Wheeler,Carol Becker,DeWayne Townsend
10-06,David Wheeler,Carol Becker,DeWayne Townsend
10-06,David Wheeler,Carol Becker,DeWayne Townsend
10-07,David Wheeler,Carol Becker,DeWayne Townsend
10-07,David Wheeler,Carol Becker,DeWayne Townsend
10-07,David Wheeler,Carol Becker,DeWayne Townsend
10-07,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-08,David Wheeler,Carol Becker,DeWayne Townsend
10-09,David Wheeler,Carol Becker,DeWayne Townsend
10-09,David Wheeler,Carol Becker,DeWayne Townsend
10-09,David Wheeler,Carol Becker,DeWayne Townsend
10-09,David Wheeler,Carol Becker,DeWayne Townsend
10-10,David Wheeler,Carol Becker,DeWayne Townsend
11-01,David Wheeler,Carol Becker,DeWayne Townsend
11-01,David Wheeler,Carol Becker,DeWayne Townsend
11-01,David Wheeler,Carol Becker,DeWayne Townsend
11-01,David Wheeler,Carol Becker,DeWayne Townsend
11-01,David Wheeler,Carol Becker,DeWayne Townsend
11-02,David Wheeler,Carol Becker,DeWayne Townsend
11-02,David Wheeler,Carol Becker,DeWayne Townsend
11-02,David Wheeler,Carol Becker,DeWayne Townsend
11-02,David Wheeler,Carol Becker,DeWayne Townsend
11-02,David Wheeler,Carol Becker,DeWayne Townsend
11-03,David Wheeler,Carol Becker,DeWayne Townsend
11-03,David Wheeler,Carol Becker,DeWayne Townsend
11-03,David Wheeler,Carol Becker,DeWayne Townsend
11-05,David Wheeler,Carol Becker,DeWayne Townsend
11-05,David Wheeler,Carol Becker,DeWayne Townsend
11-05,David Wheeler,Carol Becker,DeWayne Townsend
11-06,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-07,David Wheeler,Carol Becker,DeWayne Townsend
11-08,David Wheeler,Carol Becker,DeWayne Townsend
11-08,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-01,David Wheeler,Carol Becker,DeWayne Townsend
12-02,David Wheeler,Carol Becker,DeWayne Townsend
12-02,David Wheeler,Carol Becker,DeWayne Townsend
12-02,David Wheeler,Carol Becker,DeWayne Townsend
12-02,David Wheeler,Carol Becker,DeWayne Townsend
12-02,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,DeWayne Townsend
12-04,David Wheeler,Carol Becker,DeWayne Townsend
12-04,David Wheeler,Carol Becker,DeWayne Townsend
12-04,David Wheeler,Carol Becker,DeWayne Townsend
12-05,David Wheeler,Carol Becker,DeWayne Townsend
12-05,David Wheeler,Carol Becker,DeWayne Townsend
12-05,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-08,David Wheeler,Carol Becker,DeWayne Townsend
12-09,David Wheeler,Carol Becker,DeWayne Townsend
12-09,David Wheeler,Carol Becker,DeWayne Townsend
13-01,David Wheeler,Carol Becker,DeWayne Townsend
13-01,David Wheeler,Carol Becker,DeWayne Townsend
13-01,David Wheeler,Carol Becker,DeWayne Townsend
13-01,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-02,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-03,David Wheeler,Carol Becker,DeWayne Townsend
13-04,David Wheeler,Carol Becker,DeWayne Townsend
13-04,David Wheeler,Carol Becker,DeWayne Townsend
13-05,David Wheeler,Carol Becker,DeWayne Townsend
13-05,David Wheeler,Carol Becker,DeWayne Townsend
13-05,David Wheeler,Carol Becker,DeWayne Townsend
13-05,David Wheeler,Carol Becker,DeWayne Townsend
13-05,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-06,David Wheeler,Carol Becker,DeWayne Townsend
13-07,David Wheeler,Carol Becker,DeWayne Townsend
13-08,David Wheeler,Carol Becker,DeWayne Townsend
13-08,David Wheeler,Carol Becker,DeWayne Townsend
13-08,David Wheeler,Carol Becker,DeWayne Townsend
13-08,David Wheeler,Carol Becker,DeWayne Townsend
13-09,David Wheeler,Carol Becker,DeWayne Townsend
13-09,David Wheeler,Carol Becker,DeWayne Townsend
13-10,David Wheeler,Carol Becker,DeWayne Townsend
13-10,David Wheeler,Carol Becker,DeWayne Townsend
13-10,David Wheeler,Carol Becker,DeWayne Townsend
13-10,David Wheeler,Carol Becker,DeWayne Townsend
12-03,David Wheeler,Carol Becker,David Wheeler
01-02,David Wheeler,Carol Becker,Phil Willkie
01-03,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-04,David Wheeler,Carol Becker,Phil Willkie
01-05,David Wheeler,Carol Becker,Phil Willkie
01-05,David Wheeler,Carol Becker,Phil Willkie
01-06,David Wheeler,Carol Becker,Phil Willkie
01-06,David Wheeler,Carol Becker,Phil Willkie
01-06,David Wheeler,Carol Becker,Phil Willkie
01-07,David Wheeler,Carol Becker,Phil Willkie
01-07,David Wheeler,Carol Becker,Phil Willkie
01-07,David Wheeler,Carol Becker,Phil Willkie
01-08,David Wheeler,Carol Becker,Phil Willkie
01-09,David Wheeler,Carol Becker,Phil Willkie
01-10,David Wheeler,Carol Becker,Phil Willkie
01-10,David Wheeler,Carol Becker,Phil Willkie
01-10,David Wheeler,Carol Becker,Phil Willkie
02-01,David Wheeler,Carol Becker,Phil Willkie
02-01,David Wheeler,Carol Becker,Phil Willkie
02-01,David Wheeler,Carol Becker,Phil Willkie
02-01,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-02,David Wheeler,Carol Becker,Phil Willkie
02-04,David Wheeler,Carol Becker,Phil Willkie
02-04,David Wheeler,Carol Becker,Phil Willkie
02-05,David Wheeler,Carol Becker,Phil Willkie
02-05,David Wheeler,Carol Becker,Phil Willkie
02-06,David Wheeler,Carol Becker,Phil Willkie
02-06,David Wheeler,Carol Becker,Phil Willkie
02-06,David Wheeler,Carol Becker,Phil Willkie
02-06,David Wheeler,Carol Becker,Phil Willkie
02-07,David Wheeler,Carol Becker,Phil Willkie
02-07,David Wheeler,Carol Becker,Phil Willkie
02-07,David Wheeler,Carol Becker,Phil Willkie
02-07,David Wheeler,Carol Becker,Phil Willkie
02-08,David Wheeler,Carol Becker,Phil Willkie
02-08,David Wheeler,Carol Becker,Phil Willkie
03-01,David Wheeler,Carol Becker,Phil Willkie
03-02,David Wheeler,Carol Becker,Phil Willkie
03-03,David Wheeler,Carol Becker,Phil Willkie
03-04,David Wheeler,Carol Becker,Phil Willkie
03-05,David Wheeler,Carol Becker,Phil Willkie
03-06,David Wheeler,Carol Becker,Phil Willkie
03-06,David Wheeler,Carol Becker,Phil Willkie
03-06,David Wheeler,Carol Becker,Phil Willkie
04-01,David Wheeler,Carol Becker,Phil Willkie
04-01,David Wheeler,Carol Becker,Phil Willkie
04-01,David Wheeler,Carol Becker,Phil Willkie
04-02,David Wheeler,Carol Becker,Phil Willkie
04-03,David Wheeler,Carol Becker,Phil Willkie
04-03,David Wheeler,Carol Becker,Phil Willkie
04-04,David Wheeler,Carol Becker,Phil Willkie
04-06,David Wheeler,Carol Becker,Phil Willkie
04-07,David Wheeler,Carol Becker,Phil Willkie
04-07,David Wheeler,Carol Becker,Phil Willkie
04-07,David Wheeler,Carol Becker,Phil Willkie
04-07,David Wheeler,Carol Becker,Phil Willkie
04-08,David Wheeler,Carol Becker,Phil Willkie
04-08,David Wheeler,Carol Becker,Phil Willkie
04-08,David Wheeler,Carol Becker,Phil Willkie
04-09,David Wheeler,Carol Becker,Phil Willkie
04-09,David Wheeler,Carol Becker,Phil Willkie
04-09,David Wheeler,Carol Becker,Phil Willkie
04-09,David Wheeler,Carol Becker,Phil Willkie
04-10,David Wheeler,Carol Becker,Phil Willkie
05-01,David Wheeler,Carol Becker,Phil Willkie
05-01,David Wheeler,Carol Becker,Phil Willkie
05-01,David Wheeler,Carol Becker,Phil Willkie
05-02,David Wheeler,Carol Becker,Phil Willkie
05-02,David Wheeler,Carol Becker,Phil Willkie
05-03,David Wheeler,Carol Becker,Phil Willkie
05-04,David Wheeler,Carol Becker,Phil Willkie
05-04,David Wheeler,Carol Becker,Phil Willkie
05-04,David Wheeler,Carol Becker,Phil Willkie
05-04,David Wheeler,Carol Becker,Phil Willkie
05-05,David Wheeler,Carol Becker,Phil Willkie
05-05,David Wheeler,Carol Becker,Phil Willkie
05-05,David Wheeler,Carol Becker,Phil Willkie
05-06,David Wheeler,Carol Becker,Phil Willkie
05-08,David Wheeler,Carol Becker,Phil Willkie
06-02,David Wheeler,Carol Becker,Phil Willkie
06-02,David Wheeler,Carol Becker,Phil Willkie
06-02,David Wheeler,Carol Becker,Phil Willkie
06-03,David Wheeler,Carol Becker,Phil Willkie
06-03,David Wheeler,Carol Becker,Phil Willkie
06-03,David Wheeler,Carol Becker,Phil Willkie
06-04,David Wheeler,Carol Becker,Phil Willkie
06-04,David Wheeler,Carol Becker,Phil Willkie
06-04,David Wheeler,Carol Becker,Phil Willkie
06-07,David Wheeler,Carol Becker,Phil Willkie
06-08,David Wheeler,Carol Becker,Phil Willkie
06-08,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-01,David Wheeler,Carol Becker,Phil Willkie
07-02,David Wheeler,Carol Becker,Phil Willkie
07-02,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-03,David Wheeler,Carol Becker,Phil Willkie
07-04,David Wheeler,Carol Becker,Phil Willkie
07-04,David Wheeler,Carol Becker,Phil Willkie
07-06,David Wheeler,Carol Becker,Phil Willkie
07-06,David Wheeler,Carol Becker,Phil Willkie
07-06,David Wheeler,Carol Becker,Phil Willkie
07-06,David Wheeler,Carol Becker,Phil Willkie
07-06,David Wheeler,Carol Becker,Phil Willkie
07-07,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-08,David Wheeler,Carol Becker,Phil Willkie
07-09,David Wheeler,Carol Becker,Phil Willkie
07-09,David Wheeler,Carol Becker,Phil Willkie
07-09,David Wheeler,Carol Becker,Phil Willkie
07-11,David Wheeler,Carol Becker,Phil Willkie
07-11,David Wheeler,Carol Becker,Phil Willkie
08-04,David Wheeler,Carol Becker,Phil Willkie
08-04,David Wheeler,Carol Becker,Phil Willkie
08-04,David Wheeler,Carol Becker,Phil Willkie
08-05,David Wheeler,Carol Becker,Phil Willkie
08-05,David Wheeler,Carol Becker,Phil Willkie
08-06,David Wheeler,Carol Becker,Phil Willkie
08-06,David Wheeler,Carol Becker,Phil Willkie
08-06,David Wheeler,Carol Becker,Phil Willkie
08-06,David Wheeler,Carol Becker,Phil Willkie
08-06,David Wheeler,Carol Becker,Phil Willkie
08-07,David Wheeler,Carol Becker,Phil Willkie
08-07,David Wheeler,Carol Becker,Phil Willkie
08-08,David Wheeler,Carol Becker,Phil Willkie
08-08,David Wheeler,Carol Becker,Phil Willkie
08-08,David Wheeler,Carol Becker,Phil Willkie
08-08,David Wheeler,Carol Becker,Phil Willkie
08-08,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-09,David Wheeler,Carol Becker,Phil Willkie
08-10,David Wheeler,Carol Becker,Phil Willkie
08-10,David Wheeler,Carol Becker,Phil Willkie
08-10,David Wheeler,Carol Becker,Phil Willkie
09-01,David Wheeler,Carol Becker,Phil Willkie
09-01,David Wheeler,Carol Becker,Phil Willkie
09-02,David Wheeler,Carol Becker,Phil Willkie
09-02,David Wheeler,Carol Becker,Phil Willkie
09-02,David Wheeler,Carol Becker,Phil Willkie
09-02,David Wheeler,Carol Becker,Phil Willkie
09-02,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-04,David Wheeler,Carol Becker,Phil Willkie
09-05,David Wheeler,Carol Becker,Phil Willkie
09-06,David Wheeler,Carol Becker,Phil Willkie
09-06,David Wheeler,Carol Becker,Phil Willkie
09-07,David Wheeler,Carol Becker,Phil Willkie
09-07,David Wheeler,Carol Becker,Phil Willkie
09-08,David Wheeler,Carol Becker,Phil Willkie
09-08,David Wheeler,Carol Becker,Phil Willkie
09-09,David Wheeler,Carol Becker,Phil Willkie
09-09,David Wheeler,Carol Becker,Phil Willkie
09-09,David Wheeler,Carol Becker,Phil Willkie
09-10,David Wheeler,Carol Becker,Phil Willkie
09-10,David Wheeler,Carol Becker,Phil Willkie
09-10,David Wheeler,Carol Becker,Phil Willkie
09-10,David Wheeler,Carol Becker,Phil Willkie
09-10,David Wheeler,Carol Becker,Phil Willkie
10-01,David Wheeler,Carol Becker,Phil Willkie
10-01,David Wheeler,Carol Becker,Phil Willkie
10-02,David Wheeler,Carol Becker,Phil Willkie
10-03,David Wheeler,Carol Becker,Phil Willkie
10-03,David Wheeler,Carol Becker,Phil Willkie
10-03,David Wheeler,Carol Becker,Phil Willkie
10-04,David Wheeler,Carol Becker,Phil Willkie
10-05,David Wheeler,Carol Becker,Phil Willkie
10-06,David Wheeler,Carol Becker,Phil Willkie
10-06,David Wheeler,Carol Becker,Phil Willkie
10-06,David Wheeler,Carol Becker,Phil Willkie
10-07,David Wheeler,Carol Becker,Phil Willkie
10-08,David Wheeler,Carol Becker,Phil Willkie
10-08,David Wheeler,Carol Becker,Phil Willkie
10-08,David Wheeler,Carol Becker,Phil Willkie
10-09,David Wheeler,Carol Becker,Phil Willkie
10-09,David Wheeler,Carol Becker,Phil Willkie
10-09,David Wheeler,Carol Becker,Phil Willkie
10-09,David Wheeler,Carol Becker,Phil Willkie
10-10,David Wheeler,Carol Becker,Phil Willkie
10-10,David Wheeler,Carol Becker,Phil Willkie
10-10,David Wheeler,Carol Becker,Phil Willkie
10-10,David Wheeler,Carol Becker,Phil Willkie
10-10,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-01,David Wheeler,Carol Becker,Phil Willkie
11-02,David Wheeler,Carol Becker,Phil Willkie
11-02,David Wheeler,Carol Becker,Phil Willkie
11-02,David Wheeler,Carol Becker,Phil Willkie
11-03,David Wheeler,Carol Becker,Phil Willkie
11-03,David Wheeler,Carol Becker,Phil Willkie
11-03,David Wheeler,Carol Becker,Phil Willkie
11-04,David Wheeler,Carol Becker,Phil Willkie
11-04,David Wheeler,Carol Becker,Phil Willkie
11-04,David Wheeler,Carol Becker,Phil Willkie
11-04,David Wheeler,Carol Becker,Phil Willkie
11-04,David Wheeler,Carol Becker,Phil Willkie
11-05,David Wheeler,Carol Becker,Phil Willkie
11-05,David Wheeler,Carol Becker,Phil Willkie
11-05,David Wheeler,Carol Becker,Phil Willkie
11-06,David Wheeler,Carol Becker,Phil Willkie
11-06,David Wheeler,Carol Becker,Phil Willkie
11-06,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-07,David Wheeler,Carol Becker,Phil Willkie
11-08,David Wheeler,Carol Becker,Phil Willkie
11-08,David Wheeler,Carol Becker,Phil Willkie
11-08,David Wheeler,Carol Becker,Phil Willkie
11-08,David Wheeler,Carol Becker,Phil Willkie
