precinct,rank1,rank2,rank3
07-08,David Wahstedt,skipped,skipped
07-08,David Wahstedt,skipped,skipped
07-08,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-09,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-10,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
07-11,David Wahstedt,skipped,skipped
08-01,David Wahstedt,skipped,skipped
08-01,David Wahstedt,skipped,skipped
08-02,David Wahstedt,skipped,skipped
08-02,David Wahstedt,skipped,skipped
08-03,David Wahstedt,skipped,skipped
08-03,David Wahstedt,skipped,skipped
08-03,David Wahstedt,skipped,skipped
08-03,David Wahstedt,skipped,skipped
08-04,David Wahstedt,skipped,skipped
08-04,David Wahstedt,skipped,skipped
08-04,David Wahstedt,skipped,skipped
08-04,David Wahstedt,skipped,skipped
08-05,David Wahstedt,skipped,skipped
08-05,David Wahstedt,skipped,skipped
08-05,David Wahstedt,skipped,skipped
08-05,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-06,David Wahstedt,skipped,skipped
08-07,David Wahstedt,skipped,skipped
08-07,David Wahstedt,skipped,skipped
08-07,David Wahstedt,skipped,skipped
08-07,David Wahstedt,skipped,skipped
08-07,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-08,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-09,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
08-10,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-01,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-02,David Wahstedt,skipped,skipped
09-03,David Wahstedt,skipped,skipped
09-03,David Wahstedt,skipped,skipped
09-03,David Wahstedt,skipped,skipped
09-04,David Wahstedt,skipped,skipped
09-04,David Wahstedt,skipped,skipped
09-04,David Wahstedt,skipped,skipped
09-04,David Wahstedt,skipped,skipped
09-04,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-05,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-06,David Wahstedt,skipped,skipped
09-07,David Wahstedt,skipped,skipped
09-07,David Wahstedt,skipped,skipped
09-07,David Wahstedt,skipped,skipped
09-07,David Wahstedt,skipped,skipped
09-07,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-08,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-09,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
09-10,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-01,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-02,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-03,David Wahstedt,skipped,skipped
10-04,David Wahstedt,skipped,skipped
10-04,David Wahstedt,skipped,skipped
10-04,David Wahstedt,skipped,skipped
10-05,David Wahstedt,skipped,skipped
10-05,David Wahstedt,skipped,skipped
10-05,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-06,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-07,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-08,David Wahstedt,skipped,skipped
10-09,David Wahstedt,skipped,skipped
10-09,David Wahstedt,skipped,skipped
10-09,David Wahstedt,skipped,skipped
10-09,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-10,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
10-11,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-01,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-02,David Wahstedt,skipped,skipped
11-03,David Wahstedt,skipped,skipped
11-03,David Wahstedt,skipped,skipped
11-03,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-04,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-05,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-06,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-07,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-08,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
11-09,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-01,David Wahstedt,skipped,skipped
12-02,David Wahstedt,skipped,skipped
12-02,David Wahstedt,skipped,skipped
12-02,David Wahstedt,skipped,skipped
12-02,David Wahstedt,skipped,skipped
