RaceID,Year,Single / Multi Winner,Name,Winner,Gender,Race,LGBTQ,Incumbent,round_elected,round_eliminated,round_1_vote,round_2_vote,round_3_vote,round_4_vote,round_5_vote,round_6_vote,round_7_vote,round_8_vote,round_9_vote,round_10_vote,round_11_vote,round_12_vote,round_13_vote,round_14_vote,round_15_vote,round_16_vote,round_17_vote,round_18_vote,round_19_vote,round_20_vote,round_21_vote,round_22_vote,round_23_vote,round_24_vote,round_25_vote,round_26_vote,round_27_vote,round_28_vote,round_29_vote,round_30_vote,round_31_vote,round_32_vote,round_33_vote,round_34_vote,round_35_vote,CVR Available
Oakland_11022010_CityCouncilDistrict4_tab1,2010,Single winner,JASON GILLEN,N,M,White,,OpenSeat,,2,530,531,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict4_tab1,2010,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,69,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict4_tab1,2010,Single winner,LIBBY SCHAAF,Y,F,White,,OpenSeat,6,,8756,8758,8835,9001,9249,10439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict6_tab1,2010,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict6_tab1,2010,Single winner,NANCY SIDEBOTHAM,N,F,White,Y,Challenger,,1,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict6_tab1,2010,Single winner,JOSE DORADO,N,M,Hispanic or Latinx,,Challenger,,1,2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_CityCouncilDistrict6_tab1,2010,Single winner,DESLEY BROOKS,Y,F,Black,,Incumbent,1,,8282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,MARCIE HODGE,N,F,Black,,OpenSeat,,7,2994,2999,3033,3155,3200,3250,3625,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,REBECCA KAPLAN,N,F,White,Y,OpenSeat,,9,25813,25831,25890,26026,26117,26496,26831,27475,32719,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,LARRY LIONEL ''LL'' YOUNG JR.,N,M,Black,,OpenSeat,,3,933,939,976,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,TERENCE CANDELL,N,M,Black,,OpenSeat,,6,2315,2316,2386,2497,2613,2680,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,ARNOLD FIELDS,N,M,White,,OpenSeat,,2,733,738,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,DON MACLEAY,N,M,White,,OpenSeat,,5,1630,1636,1677,1719,1852,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,DON PERATA,N,M,White,,OpenSeat,,10,40342,40374,40455,40606,40728,40814,41364,42188,45465,51872,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,GREG HARLAND,N,M,White,,OpenSeat,,4,966,968,1059,1087,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,JOE TUMAN,N,M,White,,OpenSeat,,8,14347,14357,14471,14552,14780,14949,15202,15462,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,268,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_Mayor_tab1,2010,Single winner,JEAN QUAN,Y,F,AAPI,,OpenSeat,10,,29266,29299,29391,29514,29645,30500,30884,31655,35033,53897,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict2_tab1,2010,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict2_tab1,2010,Single winner,DAVID KAKISHIBA,Y,M,AAPI,,Incumbent,1,,9892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict4_tab1,2010,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict4_tab1,2010,Single winner,BENJAMIN VISNICK,N,M,White,,Challenger,,1,5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict4_tab1,2010,Single winner,GARY D. YEE,Y,M,AAPI,,Incumbent,1,,13043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict6_tab1,2010,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11022010_SchoolDirectorDistrict6_tab1,2010,Single winner,CHRISTOPHER DOBBINS,Y,M,White,,Incumbent,1,,9908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11032020_CityAttorneyOaklandRCV_tab1,2020,Single winner,Barbara Parker,Y,F,Black,,Incumbent,1,,140970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_CityAttorneyOaklandRCV_tab1,2020,Single winner,Eli Ferren,N,M,Black,,Challenger,,1,34483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_CityAttorneyOaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1,2020,Single winner,Rebecca Kaplan,Y,F,White,Y,Incumbent,3,,90242,91111,95334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,3773,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1,2020,Single winner,Derreck B. Johnson,N,M,Black,Y,Challenger,,3,78200,79421,86698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV_tab1,2020,Single winner,Nancy Sidebotham,N,F,White,Y,Challenger,,2,14034,14343,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1,2020,Single winner,Dan Kalb,Y,M,White,,Incumbent,1,,19790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1,2020,Single winner,Steph Dominguez Walton,N,F,White,,Challenger,,1,11279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1,2020,Single winner,Tri Ngo,N,M,AAPI,,Challenger,,1,5480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist1OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Carroll Fife,Y,F,Black,,Challenger,4,,15046,15067,15203,15429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,163,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Seneca Scott,N,M,Black,,Challenger,,4,2096,2128,2302,2447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Lynette Gibson McElhaney,N,F,Black,,Incumbent,,4,9297,9310,9415,9687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Meron Semedar,N,M,Black,,Challenger,,4,2001,2017,2096,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Alexus Taylor,N,F,Unknown,,Challenger,,3,1373,1386,1473,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist3OaklandRCV_tab1,2020,Single winner,Faye Taylor,N,F,Black,,Challenger,,2,720,733,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1,2020,Single winner,Noel Gallo,Y,M,Hispanic or Latinx,,Incumbent,1,,8957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1,2020,Single winner,Zoe Lopez-Meraz,N,F,Hispanic or Latinx,,Challenger,,1,3177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1,2020,Single winner,Richard Santos Raya,N,M,Hispanic or Latinx,,Challenger,,1,5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist5OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,Treva Reid,Y,F,Black,,OpenSeat,5,,6889,6947,7350,8659,10574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,304,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,Robert Jackson,N,M,Black,,OpenSeat,,5,4517,4555,4831,5362,7029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,Aaron Clay,N,M,Black,,OpenSeat,,4,3249,3296,3770,4633,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,Marcie Hodge,N,F,Black,,OpenSeat,,3,2798,2827,3228,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_MemberCityCouncilDist7OaklandRCV_tab1,2020,Single winner,Marchon Tatmon,N,M,Black,,OpenSeat,,2,1799,1833,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist1OaklandRCV_tab1,2020,Single winner,Sam Davis,Y,M,White,,OpenSeat,3,,16374,16400,20994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist1OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,148,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist1OaklandRCV_tab1,2020,Single winner,Austin Dannhaus,N,M,White,,OpenSeat,,3,11630,11655,12581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist1OaklandRCV_tab1,2020,Single winner,Stacy Thomas,N,F,White,,OpenSeat,,2,6350,6384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,Vancedric Williams,Y,M,Black,,OpenSeat,5,,10935,10948,11609,12203,16374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,111,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,Maiya Edgerly,N,F,Black,,OpenSeat,,5,7697,7709,8247,9510,10416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,Cherisse Gash,N,F,Black,,OpenSeat,,4,5161,5170,5403,5751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,Mark Hurty,N,M,White,,OpenSeat,,3,2553,2561,2846,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist3OaklandRCV_tab1,2020,Single winner,Maximo Santana,N,M,Hispanic or Latinx,,OpenSeat,,2,2084,2095,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1,2020,Single winner,Mike Hutchinson,Y,M,Black,,OpenSeat,4,,6898,6909,7449,9033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,65,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1,2020,Single winner,Leroy Roches Gaines,N,M,Black,,OpenSeat,,4,5208,5211,5578,6946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1,2020,Single winner,Sheila Pope-Lawrence,N,F,Black,,OpenSeat,,3,3013,3025,3621,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist5OaklandRCV_tab1,2020,Single winner,Jorge C. Lerma,N,M,Hispanic or Latinx,,OpenSeat,,2,1910,1917,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,Clifford Thompson,Y,M,Black,,OpenSeat,5,,5431,5443,5667,6520,8603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,writeIns,N,N/A,N/A,,OpenSeat,,1,152,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,Ben Tapscott,N,M,Black,,OpenSeat,,5,4625,4636,4979,6052,7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,Kristina Molina,N,F,Hispanic or Latinx,,OpenSeat,,4,3683,3699,4287,4739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,Bronche Taylor,N,M,Black,,OpenSeat,,3,2253,2266,2784,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11032020_SchoolDirectorDist7OaklandRCV_tab1,2020,Single winner,Victor Javier Valerio,N,M,Hispanic or Latinx,,OpenSeat,,2,2164,2203,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oakland_11042014_CityAuditor_tab1,2014,Single winner,LEN RAPHAEL,N,M,White,,OpenSeat,,1,18317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityAuditor_tab1,2014,Single winner,BRENDA ROBERTS,Y,F,White,,OpenSeat,1,,60970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict2_tab1,2014,Single winner,KEN MAXEY,N,M,Black,,OpenSeat,,1,311,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict2_tab1,2014,Single winner,ABEL GUILLEN,Y,M,Hispanic or Latinx,Y,OpenSeat,4,,4886,4953,5307,6547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict2_tab1,2014,Single winner,DANA KING,N,F,Black,,OpenSeat,,4,4459,4532,4963,5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict2_tab1,2014,Single winner,ANDREW PARK,N,M,AAPI,,OpenSeat,,3,2600,2653,2999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict2_tab1,2014,Single winner,KEVIN BLACKBURN,N,M,White,,OpenSeat,,2,1299,1354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict4_tab1,2014,Single winner,JILL BROADHURST,N,F,White,,OpenSeat,,1,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict4_tab1,2014,Single winner,PAUL LIM,N,M,AAPI,,OpenSeat,,1,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict4_tab1,2014,Single winner,ANNIE CAMPBELL WASHINGTON,Y,F,White,,OpenSeat,1,,11358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict6_tab1,2014,Single winner,VICENTE CRUZ,N,M,Hispanic or Latinx,,Challenger,,1,82,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict6_tab1,2014,Single winner,DESLEY BROOKS,Y,F,Black,,Incumbent,4,,4772,4793,4959,5430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict6_tab1,2014,Single winner,SHEREDA F. NOSAKHARE,N,F,Black,,Challenger,,4,3354,3391,3704,4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict6_tab1,2014,Single winner,JAMES MOORE,N,M,Black,,Challenger,,2,1011,1013,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_CityCouncilDistrict6_tab1,2014,Single winner,MICHAEL V. JOHNSON,N,M,Black,,Challenger,,3,1943,1944,2243,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,SAMMUEL WASHINGTON,N,M,Black,,Challenger,,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,COURTNEY RUBY,N,F,White,,Challenger,,10,3115,3115,3131,3163,3185,3204,3247,3264,3320,3364,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,LIBBY SCHAAF,Y,F,White,,Challenger,15,,30041,30041,30069,30092,30117,30133,30173,30212,30256,30360,31313,33180,39941,43818,48806,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,NANCY SIDEBOTHAM,N,F,White,Y,Challenger,,3,267,267,271,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,REBECCA KAPLAN,N,F,White,Y,Challenger,,15,14693,14697,14718,14758,14804,14869,14902,15021,15185,15379,15699,17023,18662,23341,28421,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,JEAN QUAN,N,F,AAPI,,Incumbent,,14,15808,15811,15827,15846,15872,15906,15982,16026,16138,16217,16415,17156,18049,20525,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,BRYAN PARKER,N,M,Black,,Challenger,,11,7955,7958,7966,7985,8020,8038,8080,8142,8225,8279,8551,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,CHARLES R. WILLIAMS,N,M,Black,,Challenger,,8,1052,1053,1056,1066,1099,1145,1172,1200,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,ERIC WILSON,N,M,Black,,Challenger,,5,393,393,399,416,430,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,JASON ANDERSON,N,M,Black,,Challenger,,9,1550,1551,1576,1579,1602,1617,1623,1650,1741,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,PAT MCCULLOUGH,N,M,Black,,Challenger,,4,362,363,373,383,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,PETER LIU,N,M,AAPI,,Challenger,,6,464,465,479,488,508,529,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,SAIED KARAMOOZ,N,M,MENA,,Challenger,,2,264,265,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,DAN SIEGEL,N,M,White,,Challenger,,13,13122,13125,13187,13203,13231,13301,13353,13405,13598,14563,14831,15818,17402,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,JOE TUMAN,N,M,White,,Challenger,,12,12251,12251,12267,12281,12309,12336,12378,12420,12487,12539,13340,14873,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_Mayor_tab1,2014,Single winner,KEN HOUSTON,N,M,White,,Challenger,,7,518,518,523,536,556,577,604,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict2_tab1,2014,Single winner,WILLIAM''BO'' GHIRARDELLI,N,M,White,,OpenSeat,,1,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict2_tab1,2014,Single winner,AIMEE ENG,Y,F,AAPI,,OpenSeat,1,,8907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict4_tab1,2014,Single winner,CHERI SPIGNER,N,F,Black,,OpenSeat,,1,1310,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict4_tab1,2014,Single winner,NINA SENN,Y,F,Mixed / Other,,OpenSeat,3,,6183,6537,7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict4_tab1,2014,Single winner,KARL DEBRO,N,M,Black,,OpenSeat,,3,5316,5649,7084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict4_tab1,2014,Single winner,SALEEMSHAKIR-GILMORE,N,M,Black,,OpenSeat,,2,3311,3557,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict6_tab1,2014,Single winner,RENATO ALMANZOR,N,M,AAPI,,OpenSeat,,1,4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11042014_SchoolDirectorDistrict6_tab1,2014,Single winner,SHANTHI GONZALES,Y,F,Hispanic or Latinx,,OpenSeat,1,,6078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityAttorney_tab1,2012,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityAttorney_tab1,2012,Single winner,JANE BRUNNER,N,F,White,,Challenger,,1,40488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityAttorney_tab1,2012,Single winner,BARBARA PARKER,Y,F,Black,,Incumbent,1,,90055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,CAROL LEE TOLBERT,N,F,Black,,Challenger,,4,22606,22656,23810,27361,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,THERESA ANDERSON,N,F,Black,,Challenger,,3,8805,8824,9879,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,IGNACIO DE LA FUENTE,N,M,Hispanic or Latinx,,Challenger,,5,42680,42730,43357,44435,51116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,MICK STORM,N,M,White,,Challenger,,2,4567,4586,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,writeIns,N,N/A,N/A,,Challenger,,1,821,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilAtLarge_tab1,2012,Single winner,REBECCA KAPLAN,Y,F,White,Y,Incumbent,5,,65041,65128,66061,69147,78941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilDistrict1_tab1,2012,Single winner,AMY LEMLEY,N,F,White,,OpenSeat,,7,7255,7259,7511,7743,8149,8757,11448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilDistrict1_tab1,2012,Single winner,RICHARD RAYA,N,M,Hispanic or Latinx,,OpenSeat,,6,5737,5737,5937,6125,6605,7290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilDistrict1_tab1,2012,Single winner,CRAIG BRANDT,N,M,White,,OpenSeat,,2,1386,1386,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
Oakland_11062012_CityCouncilDistrict1_tab1,2012,Single winner,DONALD MACLEAY,N,M,White,,OpenSeat,,3,1858,1862,1937,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
