filename,diff,gamma,#candidates,level,partisan,type,IRV1,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,IRV2
Minneapolis_11022021_CityCouncilWard5.csv,"['IRV', 'Condorcet']",0.826642336,7,LOCAL,NO,R,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Kristel Porter,Jeremiah Ellison,Kristel Porter,Kristel Porter,Kristel Porter
Minneapolis_11022021_CityCouncilWard6.csv,[],1,2,LOCAL,NO,R,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
Minneapolis_11022021_CityCouncilWard7.csv,[],0.949745712,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11022021_CityCouncilWard8.csv,[],1,2,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
Minneapolis_11022021_CityCouncilWard9.csv,[],0.898175837,8,LOCAL,NO,R,Jason Chavez,Jason Chavez,Jason Chavez,,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez
Minneapolis_11022021_Mayor.csv,[],0.883744527,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey
Minneapolis_11022021_ParkBoardAtLarge.csv,[],0.830588324,7,LOCAL,NO,B,Meg Forney,Meg Forney,Meg Forney,,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney
Minneapolis_11022021_ParkBoardDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",0.85455053,3,LOCAL,NO,B,Becka Thompson,Becka Thompson,Becka Thompson,,Eric Moran,Becka Thompson,Eric Moran,Becka Thompson,Eric Moran
Minneapolis_11022021_ParkBoardDistrict3.csv,[],0.931166096,3,LOCAL,NO,B,Becky Alper,Becky Alper,Becky Alper,,Becky Alper,Becky Alper,Becky Alper,Becky Alper,Becky Alper
Minneapolis_11022021_ParkBoardDistrict4.csv,[],1,2,LOCAL,NO,B,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer,Elizabeth Shaffer
Minneapolis_11022021_ParkBoardDistrict5.csv,[],0.904342267,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
Minneapolis_11022021_ParkBoardDistrict6.csv,['Plurality'],0.891073326,4,LOCAL,NO,B,Cathy Abene,Cathy Abene,Risa Hustad,,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene,Cathy Abene
Minneapolis_11052013_Mayor.csv,[],0.797500567,35,LOCAL,NO,E,BETSY HODGES,BETSY HODGES,BETSY HODGES,,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES,BETSY HODGES
Minneapolis_11052013_PRBoardDistrict2.csv,[],1,2,LOCAL,NO,B,JON OLSON,JON OLSON,JON OLSON,,JON OLSON,JON OLSON,JON OLSON,JON OLSON,JON OLSON
Minneapolis_11052013_PRBoardDistrict6.csv,[],1,2,LOCAL,NO,B,BRAD BOURN,BRAD BOURN,BRAD BOURN,,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN,BRAD BOURN
Minneapolis_11052013_Ward13CityCouncil.csv,[],0.688474414,5,LOCAL,NO,R,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO
Minneapolis_11052013_Ward5CityCouncil.csv,[],0.844501718,4,LOCAL,NO,R,BLONG YANG,BLONG YANG,BLONG YANG,,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG,BLONG YANG
Minneapolis_11052013_Ward9CityCouncil.csv,[],0.800720288,6,LOCAL,NO,R,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO
Minneapolis_11062009_Mayor.csv,[],0.934910455,11,LOCAL,NO,E,R.T. Rybak,R.T. Rybak,R.T. Rybak,,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak
Minneapolis_11062009_PRBoardDistrict1.csv,[],0.923817713,3,LOCAL,NO,B,Liz Wielinski,Liz Wielinski,Liz Wielinski,,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski,Liz Wielinski
Minneapolis_11062009_PRBoardDistrict2.csv,[],1,2,LOCAL,NO,B,Jon Olson,Jon Olson,Jon Olson,,Jon Olson,Jon Olson,Jon Olson,Jon Olson,Jon Olson
Minneapolis_11062009_PRBoardDistrict3.csv,[],1,2,LOCAL,NO,B,Scott Vreeland,Scott Vreeland,Scott Vreeland,,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland,Scott Vreeland
Minneapolis_11062009_PRBoardDistrict5.csv,['Plurality'],0.915813715,5,LOCAL,NO,B,Carol Kummer,Carol Kummer,Carol Kummer,,Carol Kummer,Jason Stone,Carol Kummer,Carol Kummer,Carol Kummer
Minneapolis_11062009_PRBoardDistrict6.csv,[],0.954933301,4,LOCAL,NO,B,Brad Bourn,Brad Bourn,Brad Bourn,,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn,Brad Bourn
Minneapolis_11062009_Ward10CityCouncil.csv,[],0.944043321,4,LOCAL,NO,R,Meg Tuthill,Meg Tuthill,Meg Tuthill,,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill,Meg Tuthill
Minneapolis_11062009_Ward11CityCouncil.csv,[],0.981736302,3,LOCAL,NO,R,John Quincy,John Quincy,John Quincy,,John Quincy,John Quincy,John Quincy,John Quincy,John Quincy
Minneapolis_11062009_Ward12CityCouncil.csv,[],0.935894714,4,LOCAL,NO,R,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy,Sandy Colvin Roy
Minneapolis_11062009_Ward13CityCouncil.csv,[],0.969722315,3,LOCAL,NO,R,Betsy Hodges,Betsy Hodges,Betsy Hodges,,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges,Betsy Hodges
Minneapolis_11062009_Ward1CityCouncil.csv,[],0.880544355,5,LOCAL,NO,R,Kevin Reich,Kevin Reich,Kevin Reich,,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich
Minneapolis_11062009_Ward2CityCouncil.csv,[],1,2,LOCAL,NO,R,Cam Gordon,Cam Gordon,Cam Gordon,,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon,Cam Gordon
Minneapolis_11062009_Ward3CityCouncil.csv,[],0.978072179,4,LOCAL,NO,R,Diane Hofstede,Diane Hofstede,Diane Hofstede,,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede,Diane Hofstede
Minneapolis_11062009_Ward4CityCouncil.csv,[],0.899271845,4,LOCAL,NO,R,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson,Barbara A. Johnson
Minneapolis_11062009_Ward5CityCouncil.csv,[],0.88960739,5,LOCAL,NO,R,Don Samuels,Don Samuels,Don Samuels,,Don Samuels,Don Samuels,Don Samuels,Don Samuels,Don Samuels
Minneapolis_11062009_Ward6CityCouncil.csv,[],0.852178423,6,LOCAL,NO,R,Robert Lilligren,Robert Lilligren,Robert Lilligren,,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren
Minneapolis_11062009_Ward7CityCouncil.csv,[],0.937800137,3,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11062009_Ward8CityCouncil.csv,[],0.872292273,5,LOCAL,NO,R,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden
Minneapolis_11062009_Ward9CityCouncil.csv,[],0.95322419,4,LOCAL,NO,R,Gary Schiff,Gary Schiff,Gary Schiff,,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff,Gary Schiff
Minneapolis_11072017_Mayor.csv,[],0.784171973,18,LOCAL,NO,E,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey
Minneapolis_11072017_PRBoardDistrict1.csv,[],0.907800422,3,LOCAL,NO,B,Chris Meyer,Chris Meyer,Chris Meyer,,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer,Chris Meyer
Minneapolis_11072017_PRBoardDistrict2.csv,[],1,2,LOCAL,NO,B,Kale Severson,Kale Severson,Kale Severson,,Kale Severson,Kale Severson,Kale Severson,Kale Severson,Kale Severson
Minneapolis_11072017_PRBoardDistrict3.csv,[],0.952423391,3,LOCAL,NO,B,AK Hassan,AK Hassan,AK Hassan,,AK Hassan,AK Hassan,AK Hassan,AK Hassan,AK Hassan
Minneapolis_11072017_PRBoardDistrict4.csv,[],1,2,LOCAL,NO,B,Jono Cowgill,Jono Cowgill,Jono Cowgill,,Jono Cowgill,Jono Cowgill,Tom Nordyke,Tom Nordyke,Jono Cowgill
Minneapolis_11072017_PRBoardDistrict5.csv,[],0.939108911,3,LOCAL,NO,B,Steffanie Musich,Steffanie Musich,Steffanie Musich,,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich,Steffanie Musich
Minneapolis_11072017_PRBoardDistrict6.csv,"['IRV', 'Condorcet']",0.934555116,4,LOCAL,NO,B,Brad Bourn,Brad Bourn,Brad Bourn,,Bob Fine,Brad Bourn,Bob Fine,Bob Fine,Bob Fine
Minneapolis_11072017_Ward10CityCouncil.csv,[],0.855466174,4,LOCAL,NO,R,Lisa Bender,Lisa Bender,Lisa Bender,,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender,Lisa Bender
Minneapolis_11072017_Ward11CityCouncil.csv,[],0.860083206,3,LOCAL,NO,R,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder,Jeremy Schroeder
Minneapolis_11072017_Ward12CityCouncil.csv,[],0.893679858,3,LOCAL,NO,R,Andrew Johnson,Andrew Johnson,Andrew Johnson,,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson,Andrew Johnson
Minneapolis_11072017_Ward13CityCouncil.csv,[],1,2,LOCAL,NO,R,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
Minneapolis_11072017_Ward1CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.93523613,3,LOCAL,NO,R,Kevin Reich,Kevin Reich,Kevin Reich,,Jillia Pessenda,Jillia Pessenda,Jillia Pessenda,Kevin Reich,Jillia Pessenda
Minneapolis_11072017_Ward3CityCouncil.csv,[],0.891756347,4,LOCAL,NO,R,Steve Fletcher,Steve Fletcher,Ginger Jentzen,,Steve Fletcher,Ginger Jentzen,Steve Fletcher,Steve Fletcher,Steve Fletcher
Minneapolis_11072017_Ward4CityCouncil.csv,['Plurality'],0.898040708,4,LOCAL,NO,R,Phillipe M. Cunningham,Phillipe M. Cunningham,"Barbara A. ""Barb"" Johnson",,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham,Phillipe M. Cunningham
Minneapolis_11072017_Ward5CityCouncil.csv,[],0.885721074,4,LOCAL,NO,R,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison
Minneapolis_11072017_Ward6CityCouncil.csv,[],0.988496188,4,LOCAL,NO,R,Abdi Warsame,Abdi Warsame,Abdi Warsame,,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame,Abdi Warsame
Minneapolis_11072017_Ward7CityCouncil.csv,[],0.879762167,4,LOCAL,NO,R,Lisa Goodman,Lisa Goodman,Lisa Goodman,,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman,Lisa Goodman
Minneapolis_11072017_Ward8CityCouncil.csv,[],0.802688308,4,LOCAL,NO,R,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins,Andrea Jenkins
Minneapolis_11072017_Ward9CityCouncil.csv,['Approval'],0.822109276,4,LOCAL,NO,R,Alondra Cano,Alondra Cano,Alondra Cano,,Alondra Cano,Alondra Cano,Mohamed Farah,Alondra Cano,Alondra Cano
Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,[],0.92129415,5,LOCAL,NO,R,Deb Calvert,Deb Calvert,Deb Calvert,,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert
Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,[],0.919126328,5,LOCAL,NO,R,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
Minnetonka_11022021_Mayor.csv,[],1,2,LOCAL,NO,E,Brad Wiersum,Brad Wiersum,Brad Wiersum,,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum,Brad Wiersum
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,[],1,2,LOCAL,NO,R,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos,John-Alexander Sakelos
NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,[],0.66626627,5,LOCAL,DP,E,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson
NewYorkCity_06222021_DEMBoroughPresidentKings.csv,[],0.687332859,12,LOCAL,DP,E,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso
NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,[],0.677257117,7,LOCAL,DP,E,Mark D. Levine,Mark D. Levine,Mark D. Levine,,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine
NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,"['IRV', 'Condorcet', 'Plurality']",0.922902076,3,LOCAL,DP,E,Donovan J. Richards Jr.,Donovan J. Richards Jr.,Donovan J. Richards Jr.,,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley,Elizabeth S. Crowley
NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,[],0.685076422,5,LOCAL,DP,E,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy
NewYorkCity_06222021_DEMComptrollerCitywide.csv,[],0.664014037,10,LOCAL,DP,O,Brad Lander,Brad Lander,Brad Lander,,Brad Lander,Brad Lander,Corey D. Johnson,Corey D. Johnson,Brad Lander
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,[],0.695678792,8,LOCAL,DP,R,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,[],0.644797841,7,LOCAL,DP,R,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,['Approval'],0.850931319,3,LOCAL,DP,R,Kevin Riley,Kevin Riley,Kevin Riley,,Kevin Riley,Kevin Riley,Pamela A. Hamilton-Johnson,Kevin Riley,Kevin Riley
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,[],0.695512499,5,LOCAL,DP,R,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,[],0.599407156,6,LOCAL,DP,R,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,[],0.640004855,8,LOCAL,DP,R,Oswald Feliz,Oswald Feliz,Oswald Feliz,,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,[],0.819745034,4,LOCAL,DP,R,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens,Althea V. Stevens
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,[],1,2,LOCAL,DP,R,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.,Rafael Salamanca Jr.
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.581141758,8,LOCAL,DP,R,Amanda Farias,Amanda Farias,Amanda Farias,,William Rivera,William Rivera,William Rivera,Amanda Farias,William Rivera
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,[],0.722413398,6,LOCAL,DP,R,Tony Avella,Tony Avella,Tony Avella,,Tony Avella,Tony Avella,Tony Avella,Tony Avella,Tony Avella
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,[],0.642291314,9,LOCAL,DP,R,Christopher Marte,Christopher Marte,Christopher Marte,,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,[],0.657177753,8,LOCAL,DP,R,Sandra Ung,Sandra Ung,Sandra Ung,,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,[],0.735926305,5,LOCAL,DP,R,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,[],0.687950249,6,LOCAL,DP,R,Tiffany Caban,Tiffany Caban,Tiffany Caban,,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,[],0.655577063,7,LOCAL,DP,R,Linda Lee,Linda Lee,Linda Lee,,Linda Lee,Linda Lee,Linda Lee,Linda Lee,Linda Lee
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,[],0.780429594,4,LOCAL,DP,R,James F. Gennaro,James F. Gennaro,James F. Gennaro,,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro,James F. Gennaro
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Approval']",0.661887854,8,LOCAL,DP,R,Shekar Krishnan,Shekar Krishnan,Yi Andy Chen,,Yi Andy Chen,Yi Andy Chen,Yi Andy Chen,Shekar Krishnan,Yi Andy Chen
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,[],0.48,15,LOCAL,DP,R,Julie Won,Julie Won,Julie Won,,Julie Won,Julie Won,Julie Won,Julie Won,Julie Won
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,[],0.48863859,12,LOCAL,DP,R,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,[],0.890203907,3,LOCAL,DP,R,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams,Adrienne E. Adams
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,[],0.616659856,9,LOCAL,DP,R,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,[],1,2,LOCAL,DP,R,Carlina Rivera,Carlina Rivera,Carlina Rivera,,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera,Carlina Rivera
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,[],1,2,LOCAL,DP,R,Robert F. Holden,Robert F. Holden,Robert F. Holden,,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden,Robert F. Holden
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,[],0.879619786,3,LOCAL,DP,R,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers,Selvena N. Brooks-Powers
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.690441248,6,LOCAL,DP,R,Felicia Singh,Felicia Singh,Felicia Singh,,Michael G. Scala,Michael G. Scala,Michael G. Scala,Felicia Singh,Michael G. Scala
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,[],0.700253616,8,LOCAL,DP,R,Lincoln Restler,Lincoln Restler,Lincoln Restler,,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler
NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,[],0.821652943,4,LOCAL,DP,R,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez,Jennifer Gutierrez
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,[],0.735636135,7,LOCAL,DP,R,Crystal Hudson,Crystal Hudson,Crystal Hudson,,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson,Crystal Hudson
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,['Approval'],0.734899329,5,LOCAL,DP,R,Chi A. Osse,Chi A. Osse,Chi A. Osse,,Chi A. Osse,Chi A. Osse,Chi A. Osse,Tahirah A. Moore,Chi A. Osse
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,[],0.702168719,6,LOCAL,DP,R,Sandy Nurse,Sandy Nurse,Sandy Nurse,,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,[],0.706431107,6,LOCAL,DP,R,Alexa Aviles,Alexa Aviles,Alexa Aviles,,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles,Alexa Aviles
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],0.670614011,7,LOCAL,DP,R,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif
NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],0.72500263,6,LOCAL,DP,R,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],0.602432807,11,LOCAL,DP,R,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,[],1,2,LOCAL,DP,R,Darlene Mealy,Darlene Mealy,Darlene Mealy,,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy,Darlene Mealy
NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,[],0.757263535,4,LOCAL,DP,R,Charles Barron,Charles Barron,Charles Barron,,Charles Barron,Charles Barron,Charles Barron,Charles Barron,Charles Barron
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,[],0.929475869,3,LOCAL,DP,R,Farah N. Louis,Farah N. Louis,Farah N. Louis,,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis,Farah N. Louis
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],0.635601017,8,LOCAL,DP,R,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse
NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,[],0.763525305,4,LOCAL,DP,R,Ari Kagan,Ari Kagan,Ari Kagan,,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan,Ari Kagan
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],0.714611872,5,LOCAL,DP,R,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],0.543728172,9,LOCAL,DP,R,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks
NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],0.674286838,7,LOCAL,DP,R,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin,Julie Menin
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],0.730844395,6,LOCAL,DP,R,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],0.586628759,12,LOCAL,DP,R,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu
