filename,diff,gamma,#candidates,IRV1,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,IRV2
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,[],0.717024887,4,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI,CATHERINE STEFANI
SanFrancisco_11082005_AssessorRecorder.csv,[],0.692727784,4,Phil Ting,Phil Ting,Phil Ting,,Phil Ting,Phil Ting,Phil Ting,Phil Ting,Phil Ting
SanFrancisco_11082005_Treasurer.csv,[],0.779603493,4,Jose Cisneros,Jose Cisneros,Jose Cisneros,,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros,Jose Cisneros
SanFrancisco_11082011_Sheriff.csv,"['IRV', 'Condorcet', 'Approval']",0.756637844,4,ROSS MIRKARIMI,ROSS MIRKARIMI,ROSS MIRKARIMI,,CHRIS CUNNIE,ROSS MIRKARIMI,CHRIS CUNNIE,ROSS MIRKARIMI,CHRIS CUNNIE
SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,[],0.80991221,4,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN,HILLARY RONEN
SanFrancisco_11082022_BoardofSupervisorsD6.csv,[],0.702402844,4,MATT DORSEY,MATT DORSEY,MATT DORSEY,,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY,MATT DORSEY
SanFrancisco_11082022_DistrictAttorney.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.683662433,4,BROOKE JENKINS,BROOKE JENKINS,BROOKE JENKINS,,JOHN HAMASAKI,JOHN HAMASAKI,JOHN HAMASAKI,BROOKE JENKINS,JOHN HAMASAKI
SanLeandro_11042014_CountyCouncilDistrict1.csv,[],0.673852708,4,DEBORAH COX,DEBORAH COX,DEBORAH COX,,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX,DEBORAH COX
SanLeandro_11042014_Mayor.csv,[],0.902452551,4,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER
SanLeandro_11062012_CountyCouncilDistrict4.csv,"['IRV', 'Condorcet', 'Approval']",0.547827966,4,BENNY LEE,BENNY LEE,BENNY LEE,,CHRIS CROW,BENNY LEE,CHRIS CROW,BENNY LEE,CHRIS CROW
SanLeandro_11062018_Mayor.csv,[],0.731112916,4,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER,PAULINE RUSSO CUTTER
Albany_11082022_BoardofEducation.csv,[],0.593128948,5,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM,RON ROSENBAUM
Burlington_03032009_Mayor.csv,['IRV'],0.471683389,5,Bob Kiss,Andy Montroll,Kurt Wright,,Andy Montroll,Kurt Wright,Andy Montroll,Andy Montroll,Andy Montroll
Burlington_03072006_Mayor.csv,[],0.565159574,5,Bob Kiss,Bob Kiss,Bob Kiss,,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss,Bob Kiss
Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,[],0.545241157,5,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Minneapolis_11022021_CityCouncilWard11.csv,[],0.788591106,5,Emily Koski,Emily Koski,Emily Koski,,Emily Koski,Emily Koski,Emily Koski,Emily Koski,Emily Koski
Minneapolis_11022021_CityCouncilWard13.csv,[],0.872941605,5,Linea Palmisano,Linea Palmisano,Linea Palmisano,,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano,Linea Palmisano
Minneapolis_11022021_CityCouncilWard2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.682071211,5,Robin Wonsley Worlobah,-1,Robin Wonsley Worlobah,,Cam Gordon,Cam Gordon,Cam Gordon,Yusra Arab,Cam Gordon
Minneapolis_11052013_Ward13CityCouncil.csv,['Approval'],0.50167384,5,LINEA PALMISANO,LINEA PALMISANO,LINEA PALMISANO,,LINEA PALMISANO,LINEA PALMISANO,MISSY DURANT,LINEA PALMISANO,LINEA PALMISANO
Minneapolis_11062009_PRBoardDistrict5.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.706883316,5,Carol Kummer,Carol Kummer,Carol Kummer,,Jason Stone,Jason Stone,Jason Stone,Carol Kummer,Jason Stone
Minneapolis_11062009_Ward1CityCouncil.csv,[],0.558971774,5,Kevin Reich,Kevin Reich,Kevin Reich,,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich,Kevin Reich
Minneapolis_11062009_Ward5CityCouncil.csv,['Approval'],0.713163972,5,Don Samuels,Don Samuels,Don Samuels,,Don Samuels,Don Samuels,Natalie Johnson Lee,Don Samuels,Don Samuels
Minneapolis_11062009_Ward8CityCouncil.csv,[],0.490139024,5,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden,Elizabeth Glidden
Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,[],0.754797441,5,Deb Calvert,Deb Calvert,Deb Calvert,,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert,Deb Calvert
Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,[],0.767611177,5,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn,Kimberly Wilburn
NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,[],0.526386783,5,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson,Vanessa L. Gibson
NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,[],0.539803283,5,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy,Mark S. Murphy
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,[],0.601345246,5,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez,Marjorie Velazquez
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,[],0.551835064,5,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya,Francisco P. Moya
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,['Approval'],0.560359663,5,Chi A. Osse,Chi A. Osse,Chi A. Osse,,Chi A. Osse,Chi A. Osse,Chi A. Osse,Tahirah A. Moore,Chi A. Osse
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,[],0.573711676,5,Steven Saperstein,Steven Saperstein,Steven Saperstein,,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein,Steven Saperstein
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,"['IRV', 'Condorcet']",0.633625219,5,David M. Carr,David M. Carr,Marko Kepi,,Marko Kepi,Marko Kepi,Marko Kepi,Marko Kepi,Marko Kepi
Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,"['IRV', 'Condorcet', 'Approval']",0.343891633,5,TREVA REID,TREVA REID,TREVA REID,,"ROBERT ""BOB"" JACKSON",TREVA REID,"ROBERT ""BOB"" JACKSON",TREVA REID,"ROBERT ""BOB"" JACKSON"
Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,[],0.414356141,5,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS,VANCEDRIC WILLIAMS
Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,[],0.375387629,5,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON,CLIFFORD THOMPSON
Oakland_11042014_CityCouncilDistrict2.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.50036846,5,ABEL GUILLEN,ABEL GUILLEN,ABEL GUILLEN,,DANA KING,DANA KING,DANA KING,ABEL GUILLEN,DANA KING
Oakland_11042014_CityCouncilDistrict6.csv,[],0.585494545,5,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS,DESLEY BROOKS
Oakland_11062012_CityCouncilAtLarge.csv,"['IRV', 'Condorcet', 'Approval']",0.578802993,5,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,IGNACIO DE LA FUENTE,REBECCA KAPLAN,IGNACIO DE LA FUENTE,REBECCA KAPLAN,IGNACIO DE LA FUENTE
Oakland_11062018_CityCouncilDistrict6.csv,[],0.545926919,5,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR,LOREN TAYLOR
Oakland_11082016_CouncilAtLrg.csv,[],0.386745285,5,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN,REBECCA KAPLAN
Oakland_11082016_SchoolDirectorDistrict3.csv,[],0.674737547,5,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE,JUMOKE HINTON HODGE
Payson_11052019_CityCouncil.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.255883452,5,DOUG WELTON,DOUG WELTON,DOUG WELTON,,BRIAN V. HULET,BRIAN V. HULET,BRIAN V. HULET,DOUG WELTON,BRIAN V. HULET
SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,[],0.508147762,5,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier,Michela Alioto-pier
SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,[],0.565425704,5,MALIA COHEN,MALIA COHEN,MALIA COHEN,,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN,MALIA COHEN
SanFrancisco_11082011_DistrictAttorney.csv,[],0.565971523,5,GEORGE GASCÃ“N,GEORGE GASCÃ“N,GEORGE GASCÃ“N,,GEORGE GASCÃ“N,GEORGE GASCÃ“N,GEORGE GASCÃ“N,GEORGE GASCÃ“N,GEORGE GASCÃ“N
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,['Approval'],0.456183746,5,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,,AHSHA SAFAI,AHSHA SAFAI,AHSHA SAFAI,KIM ALVARENGA,AHSHA SAFAI
SanFrancisco_11082016_BoardofSupervisorsDistrict7.csv,[],0.488274067,5,NORMAN YEE,NORMAN YEE,NORMAN YEE,,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE,NORMAN YEE
SantaFe_03062018_Mayor.csv,[],0.308949794,5,Alan Webber,Alan Webber,Alan Webber,,Alan Webber,Alan Webber,Alan Webber,Alan Webber,Alan Webber
TakomaPark_11082022_CityCouncilWard3.csv,"['IRV', 'Condorcet', 'Approval']",0.672740525,5,Randy Gibson,Randy Gibson,Randy Gibson,,Alex Hadden,Randy Gibson,Alex Hadden,Randy Gibson,Alex Hadden
Albany_11082022_CityCouncil.csv,[],0.291406358,6,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI,JOHN ANTHONY MIKI
Minneapolis_11022021_CityCouncilWard10.csv,[],0.706197686,6,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai,Aisha Chughtai
Minneapolis_11052013_Ward9CityCouncil.csv,[],0.329171669,6,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO,ALONDRA CANO
Minneapolis_11062009_Ward6CityCouncil.csv,[],0.5,6,Robert Lilligren,Robert Lilligren,Robert Lilligren,,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren,Robert Lilligren
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,[],0.434787212,6,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez,Pierina Ana Sanchez
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,[],0.539955647,6,Tony Avella,Tony Avella,Tony Avella,,Tony Avella,Tony Avella,Tony Avella,Tony Avella,Tony Avella
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,[],0.313773782,6,Tiffany Caban,Tiffany Caban,Tiffany Caban,,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban,Tiffany Caban
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.531650523,6,Felicia Singh,Felicia Singh,Felicia Singh,,Michael G. Scala,Michael G. Scala,Michael G. Scala,Felicia Singh,Michael G. Scala
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,[],0.551553023,6,Sandy Nurse,Sandy Nurse,Sandy Nurse,,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse,Sandy Nurse
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,['Plurality'],0.514323454,6,Alexa Aviles,Alexa Aviles,Alexa Aviles,,Alexa Aviles,Yu Lin,Alexa Aviles,Alexa Aviles,Alexa Aviles
NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,[],0.454284011,6,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher,Erik D. Bottcher
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,[],0.447932794,6,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer,Gale A. Brewer
Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,[],0.396307233,6,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE,CARROLL FIFE
Oakland_11062012_CityCouncilDistrict3.csv,"['IRV', 'Approval']",0.366024042,6,LYNETTE GIBSON-MCELHANEY,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,,LYNETTE GIBSON-MCELHANEY,SEAN SULLIVAN,NYEISHA DEWITT,LYNETTE GIBSON-MCELHANEY,NYEISHA DEWITT
PierceCounty_11042008_CountyAssessorTreasurer.csv,"['IRV', 'Condorcet', 'Approval']",0.519746191,6,Dale Washam,Dale Washam,Dale Washam,,Jan Shabro,Dale Washam,Terry Lee,Dale Washam,Jan Shabro
Portland_06142022_Schoolboarddistrict5-1.csv,[],0.668375192,6,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.",,"Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M.","Brydon, Sarah M."
SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,[],0.462933913,6,Tom Ammiano,Tom Ammiano,Tom Ammiano,,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano,Tom Ammiano
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,"['IRV', 'Condorcet', 'Approval']",0.568024533,6,MARK FARRELL,MARK FARRELL,JANET REILLY,,JANET REILLY,JANET REILLY,JANET REILLY,MARK FARRELL,JANET REILLY
SanFrancisco_11032015_Mayor.csv,[],0.622336254,6,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,ED LEE
SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,[],0.545278638,6,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON,SHAMANN WALTON
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,[],0.52942661,6,Ed Jew,Ed Jew,Ed Jew,,Ed Jew,Ed Jew,Ed Jew,Ed Jew,Ed Jew
SanLeandro_11022010_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",0.34875746,6,STEPHEN H. CASSIDY,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS,,ANTHONY B. ''TONY'' SANTOS,ANTHONY B. ''TONY'' SANTOS,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,ANTHONY B. ''TONY'' SANTOS
TakomaPark_11082022_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",0.562489045,6,Talisha Searcy,Talisha Searcy,Talisha Searcy,,Jarrett Smith,Talisha Searcy,Jarrett Smith,Talisha Searcy,Jarrett Smith
Berkeley_11062012_Mayor.csv,[],0.489398194,7,TOM BATES,TOM BATES,TOM BATES,,TOM BATES,TOM BATES,TOM BATES,TOM BATES,TOM BATES
Maine_06122018_DemocraticPrimaryforGovernor.csv,[],0.246062664,7,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.",,"Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T.","Mills, Janet T."
Minneapolis_11022021_CityCouncilWard5.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.460218978,7,Jeremiah Ellison,Jeremiah Ellison,Jeremiah Ellison,,Victor Martinez,Victor Martinez,Victor Martinez,Kristel Porter,Victor Martinez
Minneapolis_11022021_ParkBoardAtLarge.csv,[],0.4994064,7,Meg Forney,Meg Forney,Meg Forney,,Meg Forney,Meg Forney,Meg Forney,Meg Forney,Meg Forney
NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,[],0.40669349,7,Mark D. Levine,Mark D. Levine,Mark D. Levine,,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine,Mark D. Levine
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,[],0.404142949,7,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz,Eric Dinowitz
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,[],0.420880716,7,Linda Lee,Linda Lee,Linda Lee,,Linda Lee,Linda Lee,Linda Lee,Linda Lee,Linda Lee
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.535888182,7,Crystal Hudson,Crystal Hudson,Crystal Hudson,,Michael Hollingsworth,Michael Hollingsworth,Michael Hollingsworth,Crystal Hudson,Michael Hollingsworth
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,[],0.420489212,7,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif,Shahana K. Hanif
NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,[],0.423372024,7,Julie Menin,Julie Menin,Julie Menin,,Julie Menin,Julie Menin,Julie Menin,Julie Menin,Julie Menin
Oakland_11022010_CityCouncilDistrict4.csv,[],0.273208411,7,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
Oakland_11062012_CityCouncilDistrict1.csv,[],0.3520861,7,DAN KALB,DAN KALB,DAN KALB,,DAN KALB,DAN KALB,DAN KALB,DAN KALB,DAN KALB
Oakland_11062018_CityCouncilDistrict4.csv,[],0.281158503,7,SHENG THAO,SHENG THAO,SHENG THAO,,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO,SHENG THAO
Portland_06142022_SchoolboardAL-1.csv,[],0.566116167,7,"Lentz, Sarah M.","Lentz, Sarah M.","Lentz, Sarah M.",,"Lentz, Sarah M.","Lentz, Sarah M.","Grant, Benjamin K.","Grant, Benjamin K.","Lentz, Sarah M."
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,['Approval'],0.375893203,7,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,,CONNIE CHAN,CONNIE CHAN,CONNIE CHAN,MARJAN PHILHOUR,CONNIE CHAN
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.30766302,7,MYRNA MELGAR,MYRNA MELGAR,JOEL ENGARDIO,,VILASKA NGUYEN,VILASKA NGUYEN,VILASKA NGUYEN,MYRNA MELGAR,VILASKA NGUYEN
SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,[],0.566232009,7,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS,DAVID CAMPOS
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,[],0.457220273,7,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick,Jake McGoldrick
SanFrancisco_11052019_Mayor.csv,[],0.616878533,7,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED,LONDON N. BREED
SanFrancisco_11072006_BoardofSupervisorsDistrict10.csv,[],0.502513615,7,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell,Sophie Maxwell
TakomaPark_11082022_CityCouncilWard6.csv,"['IRV', 'Condorcet', 'Plurality']",0.578461538,7,Jason Small,Jason Small,Jason Small,,Mike Moore,Mike Moore,Mike Moore,Mike Moore,Mike Moore
Vineyard_11052019_CityCouncil.csv,[],0.139577594,7,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH,CRISTY WELSH
Alaska_04102020_PRESIDENTOFTHEUNITEDSTATES.csv,[],0.48774187,8,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Berkeley_11082016_Mayor.csv,[],0.5852128,8,JESSE ARREGUÃN,JESSE ARREGUÃN,JESSE ARREGUÃN,,JESSE ARREGUÃN,JESSE ARREGUÃN,JESSE ARREGUÃN,JESSE ARREGUÃN,JESSE ARREGUÃN
Minneapolis_11022021_CityCouncilWard9.csv,[],0.599132775,8,Jason Chavez,Jason Chavez,Jason Chavez,,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez,Jason Chavez
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,[],0.383602877,8,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa,Carmen N. De La Rosa
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,[],0.357567666,8,Oswald Feliz,Oswald Feliz,Oswald Feliz,,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz,Oswald Feliz
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.361984178,8,Amanda Farias,Amanda Farias,Amanda Farias,,William Rivera,William Rivera,William Rivera,Amanda Farias,William Rivera
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,[],0.418921458,8,Sandra Ung,Sandra Ung,Sandra Ung,,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung,Sandra Ung
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,"['IRV', 'Condorcet', 'Approval']",0.392644202,8,Shekar Krishnan,Shekar Krishnan,Yi Andy Chen,,Yi Andy Chen,Yi Andy Chen,Yi Andy Chen,Shekar Krishnan,Yi Andy Chen
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,[],0.420248132,8,Lincoln Restler,Lincoln Restler,Lincoln Restler,,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler,Lincoln Restler
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,[],0.422579423,8,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse,Mercedes Narcisse
SanFrancisco_06052018_Mayor.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.323960413,8,LONDON BREED,LONDON BREED,LONDON BREED,,JANE KIM,JANE KIM,JANE KIM,MARK LENO,JANE KIM
SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,[],0.329780808,8,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval,Gerardo Sandoval
SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,[],0.320308512,8,LONDON BREED,LONDON BREED,LONDON BREED,,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED,LONDON BREED
SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,[],0.376052484,8,GORDON MAR,GORDON MAR,GORDON MAR,,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR,GORDON MAR
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,[],0.476171897,8,Chris Daly,Chris Daly,Chris Daly,,Chris Daly,Chris Daly,Chris Daly,Chris Daly,Chris Daly
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,[],0.351527085,9,Christopher Marte,Christopher Marte,Christopher Marte,,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte,Christopher Marte
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,[],0.32677602,9,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman,Lynn C. Schulman
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,[],0.31621071,9,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks,Kamillah Hanks
