filename,diff,gamma,#candidates,IRV1,Condorcet1,Plurality1,Approval1IRV2,Condorcet2,Plurality2,Approval2,Approval1,IRV2
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,['Approval'],0.303100721,9,ERIC MAR,ERIC MAR,ERIC MAR,,ERIC MAR,ERIC MAR,ERIC MAR,SUE LEE,ERIC MAR
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,[],0.272189111,9,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS,JOHN AVALOS
SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,[],0.334785793,9,DAVID CHIU,DAVID CHIU,DAVID CHIU,,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU,DAVID CHIU
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,"['IRV', 'Condorcet', 'Approval']",0.302988915,9,NORMAN YEE,NORMAN YEE,NORMAN YEE,,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,F. X. FRANCIS XAVIER CROWLEY
Wyoming_04172020_PRESIDENTOFTHEUNITEDSTATES.csv,[],0.556356317,9,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,[],0.227343861,10,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA,KEN MIYAGISHIMA
NewYorkCity_06222021_DEMComptrollerCitywide.csv,['Approval'],0.358814238,10,Brad Lander,Brad Lander,Brad Lander,,Brad Lander,Brad Lander,Brad Lander,Corey D. Johnson,Brad Lander
Oakland_11022010_Mayor.csv,[],0.185719299,10,JEAN QUAN,JEAN QUAN,DON PERATA,,JEAN QUAN,DON PERATA,JEAN QUAN,JEAN QUAN,JEAN QUAN
Oakland_11062018_Mayor.csv,[],0.33164999,10,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
Oakland_11082022_Mayor.csv,"['IRV', 'Condorcet', 'Approval']",0.207634294,10,SHENG THAO,SHENG THAO,LOREN MANUEL TAYLOR,,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,LOREN MANUEL TAYLOR,SHENG THAO,LOREN MANUEL TAYLOR
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,[],0.284267153,10,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER,SANDRA LEE FEWER
Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,[],0.524514846,11,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,[],0.444733532,11,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,[],0.417300054,11,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden,Joseph R. Biden
Minneapolis_11062009_Mayor.csv,[],0.595015645,11,R.T. Rybak,R.T. Rybak,R.T. Rybak,,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak,R.T. Rybak
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,[],0.281338044,11,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph,Rita C. Joseph
Portland_06082021_charter_commission_at_large.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.151805034,11,"Chann, Marpheen S.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",,"DiMillo, Steven A.","DiMillo, Steven A.","DiMillo, Steven A.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A."
Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,[],0.56824945,12,Jamal Osman,Jamal Osman,Jamal Osman,,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman,Jamal Osman
NewYorkCity_06222021_DEMBoroughPresidentKings.csv,[],0.351208945,12,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso,Antonio Reynoso
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,[],0.25798237,12,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams,Nantasha M. Williams
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,[],0.313517705,12,Shaun Abreu,Shaun Abreu,Shaun Abreu,,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu,Shaun Abreu
SanFrancisco_11062007_Mayor.csv,[],0.612081177,12,Gavin Newsom,Gavin Newsom,Gavin Newsom,,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom,Gavin Newsom
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,"['IRV', 'Condorcet']",0.263873204,13,Kristin Richardson Jordan,Kristin Richardson Jordan,Bill Perkins,,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins,Bill Perkins
NewYorkCity_06222021_DEMMayorCitywide.csv,[],0.165850332,13,Eric L. Adams,Eric L. Adams,Eric L. Adams,,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams,Eric L. Adams
SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,[],0.210752552,13,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd,Sean R. Elsbernd
SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,[],0.316454503,14,JANE KIM,JANE KIM,JANE KIM,,JANE KIM,JANE KIM,JANE KIM,JANE KIM,JANE KIM
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,[],0.210711297,15,Julie Won,Julie Won,Julie Won,,Julie Won,Julie Won,Julie Won,Julie Won,Julie Won
Oakland_11042014_Mayor.csv,[],0.252878957,16,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF,LIBBY SCHAAF
SanFrancisco_11082011_Mayor.csv,[],0.233296874,16,ED LEE,ED LEE,ED LEE,,ED LEE,ED LEE,ED LEE,ED LEE,ED LEE
Minneapolis_11022021_Mayor.csv,[],0.282111335,18,Jacob Frey,Jacob Frey,Jacob Frey,,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey,Jacob Frey
SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,"['IRV', 'Condorcet', 'Approval']",0.316625917,21,MALIA COHEN,MALIA COHEN,LYNETTE SWEET,,LYNETTE SWEET,LYNETTE SWEET,LYNETTE SWEET,MALIA COHEN,LYNETTE SWEET
SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,[],0.124640406,22,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi,Ross Mirkarimi
Minneapolis_11052013_Mayor.csv,"['IRV', 'Condorcet', 'Plurality', 'Approval']",0.167527527,35,BETSY HODGES,BETSY HODGES,BETSY HODGES,,MARK ANDREW,MARK ANDREW,MARK ANDREW,BETSY HODGES,MARK ANDREW
Easthampton_11022021_Mayor.csv,[],0.608927705,66,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE,NICOLE M. LACHAPELLE
Albany_11082022_FAKECityCouncil.csv,"['Condorcet', 'Approval']",,,ROBIN D  LOPEZ,NICK PILCH,JENNIFER HANSEN ROMERO,,ROBIN D  LOPEZ,JENNIFER HANSEN ROMERO,ROBIN D  LOPEZ,NICK PILCH,ROBIN D  LOPEZ
