ballotID,ward,rank1,rank2,rank3,rank4
857,200,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
858,200,Talisha Searcy,WRITE-IN76,skipped,skipped
859,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
860,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
861,400,Talisha Searcy,skipped,skipped,skipped
863,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
864,100,Seth Grimes,skipped,skipped,skipped
865,100,Talisha Searcy,Jarrett Smith,skipped,skipped
866,100,Seth Grimes,skipped,skipped,skipped
867,100,Jarrett Smith,Talisha Searcy,skipped,skipped
868,200,Talisha Searcy,Jarrett Smith,skipped,skipped
869,600,Talisha Searcy,skipped,skipped,skipped
870,400,Talisha Searcy,skipped,skipped,skipped
871,400,WRITE-IN78,Talisha Searcy,Jarrett Smith,Seth Grimes
872,300,Talisha Searcy,Seth Grimes,skipped,skipped
873,200,Talisha Searcy,Jarrett Smith,WRITE-IN80,Seth Grimes
874,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
875,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
876,600,Talisha Searcy,Seth Grimes,skipped,skipped
877,300,Jarrett Smith,Talisha Searcy,skipped,skipped
878,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
879,600,Talisha Searcy,skipped,skipped,skipped
880,200,Talisha Searcy,Talisha Searcy,Seth Grimes,Jarrett Smith
881,100,Jarrett Smith,skipped,skipped,skipped
882,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
883,400,Talisha Searcy,skipped,skipped,skipped
884,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
885,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
886,200,Talisha Searcy,Jarrett Smith,skipped,skipped
887,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
888,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
889,500,Seth Grimes,Talisha Searcy,skipped,skipped
890,500,Talisha Searcy,skipped,skipped,skipped
891,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
892,500,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
893,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
894,100,Seth Grimes,WRITE-IN82,Jarrett Smith,skipped
895,200,Seth Grimes,skipped,skipped,skipped
896,100,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
897,100,Talisha Searcy,skipped,skipped,skipped
898,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
899,100,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
901,600,Jarrett Smith,skipped,skipped,skipped
902,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
903,200,Seth Grimes,Talisha Searcy,skipped,skipped
904,100,Jarrett Smith,Seth Grimes,skipped,skipped
905,100,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
906,100,Talisha Searcy,Seth Grimes,skipped,skipped
907,300,Jarrett Smith,Talisha Searcy,skipped,skipped
908,200,Talisha Searcy,Seth Grimes,skipped,skipped
909,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
911,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
912,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
913,100,Talisha Searcy,Seth Grimes,skipped,skipped
914,300,Jarrett Smith,skipped,skipped,skipped
915,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
916,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
917,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
918,400,Seth Grimes,skipped,skipped,skipped
919,400,Seth Grimes,skipped,skipped,skipped
920,300,Talisha Searcy,Seth Grimes,skipped,skipped
921,300,Talisha Searcy,Seth Grimes,skipped,skipped
922,100,Talisha Searcy,Seth Grimes,skipped,skipped
923,100,Talisha Searcy,Seth Grimes,skipped,skipped
924,400,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
925,200,Talisha Searcy,skipped,skipped,skipped
926,100,Seth Grimes,Talisha Searcy,skipped,skipped
927,200,Talisha Searcy,skipped,skipped,skipped
928,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
929,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
930,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
932,100,Talisha Searcy,skipped,skipped,skipped
933,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
934,100,Talisha Searcy,Seth Grimes,skipped,skipped
935,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
936,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
937,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
938,200,Seth Grimes,skipped,skipped,skipped
939,200,Seth Grimes,skipped,skipped,skipped
940,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
941,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
942,200,Jarrett Smith,skipped,skipped,skipped
943,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
944,100,Talisha Searcy,Seth Grimes,skipped,skipped
945,100,Talisha Searcy,Seth Grimes,skipped,skipped
946,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
947,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
948,100,Jarrett Smith,Talisha Searcy,skipped,skipped
949,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
950,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
951,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
952,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
953,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
954,300,Talisha Searcy,Seth Grimes,skipped,skipped
955,100,Jarrett Smith,Seth Grimes,skipped,skipped
956,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
957,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
958,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
959,200,Talisha Searcy,Seth Grimes,skipped,skipped
960,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
961,400,Talisha Searcy,skipped,skipped,skipped
962,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
963,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
964,400,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
965,200,Talisha Searcy,skipped,skipped,skipped
966,300,Talisha Searcy,Seth Grimes,skipped,skipped
967,100,Seth Grimes,skipped,skipped,skipped
968,600,Jarrett Smith,skipped,skipped,skipped
969,100,Seth Grimes,skipped,skipped,skipped
970,100,Seth Grimes,Jarrett Smith,skipped,skipped
971,500,Talisha Searcy,Seth Grimes,skipped,skipped
972,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
973,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
974,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
975,600,Talisha Searcy,skipped,skipped,skipped
976,300,Talisha Searcy,Seth Grimes,skipped,skipped
977,300,Talisha Searcy,skipped,skipped,skipped
978,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
979,100,Talisha Searcy,Jarrett Smith,WRITE-IN83,skipped
980,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
981,100,Talisha Searcy,Jarrett Smith,WRITE-IN84,skipped
982,100,Talisha Searcy,Seth Grimes,skipped,skipped
983,400,Jarrett Smith,Talisha Searcy,skipped,skipped
984,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
985,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
986,100,Talisha Searcy,Seth Grimes,skipped,skipped
987,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
988,300,Seth Grimes,Jarrett Smith,skipped,skipped
989,100,Jarrett Smith,Seth Grimes,skipped,skipped
990,300,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
991,400,Talisha Searcy,skipped,skipped,skipped
992,100,Talisha Searcy,Seth Grimes,skipped,skipped
993,600,Talisha Searcy,skipped,skipped,skipped
994,100,Jarrett Smith,Seth Grimes,skipped,skipped
995,600,Talisha Searcy,skipped,skipped,skipped
996,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
997,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
998,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
999,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1000,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1001,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1002,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1003,600,Talisha Searcy,Jarrett Smith,skipped,skipped
1004,500,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1005,200,Talisha Searcy,skipped,skipped,skipped
1006,200,Talisha Searcy,skipped,skipped,skipped
1007,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1008,100,Jarrett Smith,Talisha Searcy,skipped,skipped
1009,300,Talisha Searcy,Seth Grimes,skipped,skipped
1010,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1011,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1012,400,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1013,600,Talisha Searcy,skipped,skipped,skipped
1014,300,Talisha Searcy,Seth Grimes,skipped,skipped
1015,300,Seth Grimes,Jarrett Smith,WRITE-IN86,Talisha Searcy
1016,300,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1017,300,Seth Grimes,Jarrett Smith,WRITE-IN88,Talisha Searcy
1018,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1019,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1020,300,Talisha Searcy,Jarrett Smith,skipped,skipped
1021,300,Talisha Searcy,skipped,skipped,skipped
1022,400,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1023,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1024,600,Talisha Searcy,skipped,skipped,skipped
1025,600,Talisha Searcy,skipped,skipped,skipped
1026,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1027,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1028,200,Talisha Searcy,Seth Grimes,skipped,skipped
1029,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1030,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1031,300,Jarrett Smith,Seth Grimes,skipped,skipped
1032,300,Talisha Searcy,Jarrett Smith,skipped,skipped
1033,600,Talisha Searcy,Jarrett Smith,skipped,skipped
1034,200,Jarrett Smith,Talisha Searcy,skipped,skipped
1035,100,Talisha Searcy,Seth Grimes,skipped,skipped
1036,100,Seth Grimes,Talisha Searcy,skipped,skipped
1037,300,Jarrett Smith,skipped,skipped,skipped
1038,600,Seth Grimes,Talisha Searcy,skipped,skipped
1039,300,Jarrett Smith,Seth Grimes,skipped,skipped
1040,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1041,300,Jarrett Smith,Talisha Searcy,skipped,skipped
1042,300,Talisha Searcy,skipped,skipped,skipped
1043,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1044,400,Seth Grimes,skipped,skipped,skipped
1045,400,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1046,200,Talisha Searcy,Seth Grimes,skipped,skipped
1047,200,Talisha Searcy,Seth Grimes,skipped,skipped
1048,100,Jarrett Smith,WRITE-IN90,skipped,skipped
1050,300,Talisha Searcy,Jarrett Smith,skipped,skipped
1051,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1052,300,Seth Grimes,skipped,skipped,skipped
1053,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1054,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1055,100,Seth Grimes,skipped,skipped,skipped
1056,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1057,500,Talisha Searcy,Seth Grimes,WRITE-IN91,Jarrett Smith
1058,400,Talisha Searcy,Jarrett Smith,skipped,skipped
1059,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1060,600,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1061,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1062,200,Talisha Searcy,skipped,skipped,skipped
1063,200,Talisha Searcy,skipped,skipped,skipped
1064,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1065,200,Seth Grimes,skipped,skipped,skipped
1066,400,Jarrett Smith,skipped,skipped,skipped
1067,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1068,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1069,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1070,200,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1071,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1072,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1073,200,Talisha Searcy,Jarrett Smith,skipped,Seth Grimes
1074,200,Talisha Searcy,Seth Grimes,Jarrett Smith,WRITE-IN92
1075,200,Jarrett Smith,Talisha Searcy,skipped,skipped
1076,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1077,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1078,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1079,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1080,300,Talisha Searcy,Seth Grimes,skipped,skipped
1082,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1083,100,Talisha Searcy,Seth Grimes,WRITE-IN95,skipped
1084,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1085,300,Talisha Searcy,Seth Grimes,WRITE-IN96,skipped
1086,300,Seth Grimes,Jarrett Smith,skipped,skipped
1087,200,Talisha Searcy,Seth Grimes,skipped,skipped
1088,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1089,300,Jarrett Smith,skipped,skipped,skipped
1090,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1091,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1092,400,Jarrett Smith,skipped,skipped,skipped
1093,400,Talisha Searcy,skipped,skipped,skipped
1094,300,Jarrett Smith,Talisha Searcy,skipped,skipped
1095,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1096,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1097,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1098,100,Seth Grimes,Jarrett Smith,skipped,skipped
1099,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1100,600,Seth Grimes,Talisha Searcy,skipped,skipped
1101,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1102,100,Seth Grimes,Jarrett Smith,skipped,skipped
1103,100,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1104,400,Talisha Searcy,Seth Grimes,WRITE-IN97,skipped
1105,100,Seth Grimes,Jarrett Smith,skipped,skipped
1106,200,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1107,100,Jarrett Smith,Seth Grimes,skipped,skipped
1108,100,Jarrett Smith,Seth Grimes,skipped,skipped
1109,100,Jarrett Smith,Seth Grimes,skipped,skipped
1110,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1111,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1112,300,Seth Grimes,Jarrett Smith,skipped,skipped
1113,400,Jarrett Smith,Talisha Searcy,skipped,skipped
1114,400,Talisha Searcy,Seth Grimes,skipped,skipped
1115,300,Talisha Searcy,skipped,skipped,skipped
1116,100,Seth Grimes,skipped,skipped,skipped
1117,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1118,300,Seth Grimes,Jarrett Smith,skipped,skipped
1119,300,Seth Grimes,Jarrett Smith,skipped,skipped
1120,100,Seth Grimes,Talisha Searcy,skipped,skipped
1121,100,Seth Grimes,skipped,skipped,skipped
1122,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1123,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1124,300,Seth Grimes,skipped,skipped,skipped
1125,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1126,300,Talisha Searcy,Jarrett Smith,skipped,skipped
1127,400,Talisha Searcy,Seth Grimes,skipped,skipped
1128,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1129,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1130,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1131,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1132,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1133,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1134,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1135,100,Jarrett Smith,Seth Grimes,skipped,skipped
1136,300,Talisha Searcy,skipped,skipped,skipped
1137,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1138,400,Talisha Searcy,skipped,skipped,skipped
1139,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1140,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1141,100,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1142,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1143,600,Talisha Searcy,skipped,skipped,skipped
1144,500,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1145,300,Talisha Searcy,Jarrett Smith,skipped,skipped
1146,300,Talisha Searcy,Seth Grimes,skipped,skipped
1147,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1148,200,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1149,300,Jarrett Smith,Talisha Searcy,skipped,skipped
1150,200,Jarrett Smith,skipped,skipped,skipped
1151,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1152,400,Talisha Searcy,skipped,skipped,skipped
1153,500,Seth Grimes,WRITE-IN100,Jarrett Smith,skipped
1154,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1155,600,Talisha Searcy,skipped,skipped,skipped
1156,200,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1157,200,Talisha Searcy,skipped,skipped,skipped
1158,200,Talisha Searcy,skipped,skipped,skipped
1159,600,Seth Grimes,skipped,skipped,skipped
1160,500,Talisha Searcy,Seth Grimes,skipped,skipped
1161,300,Seth Grimes,skipped,skipped,skipped
1162,300,Talisha Searcy,skipped,skipped,skipped
1163,100,Talisha Searcy,skipped,skipped,skipped
1164,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1165,200,Talisha Searcy,skipped,skipped,skipped
1166,200,Talisha Searcy,Jarrett Smith,Seth Grimes,WRITE-IN102
1167,200,Seth Grimes,skipped,skipped,skipped
1168,400,Seth Grimes,skipped,skipped,skipped
1169,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1170,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1171,500,Talisha Searcy,skipped,skipped,skipped
1172,400,Talisha Searcy,skipped,skipped,skipped
1173,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1174,600,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1175,600,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1176,600,Talisha Searcy,Seth Grimes,skipped,skipped
1177,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1178,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1179,200,Talisha Searcy,skipped,skipped,skipped
1181,600,Seth Grimes,skipped,skipped,skipped
1182,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1183,400,Talisha Searcy,Seth Grimes,skipped,skipped
1184,500,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1185,300,Talisha Searcy,Seth Grimes,skipped,skipped
1186,100,Talisha Searcy,Jarrett Smith,skipped,skipped
1187,500,Jarrett Smith,Talisha Searcy,skipped,skipped
1188,500,Jarrett Smith,Talisha Searcy,skipped,skipped
1189,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1190,100,Jarrett Smith,skipped,skipped,skipped
1191,100,Seth Grimes,Jarrett Smith,skipped,skipped
1192,400,Talisha Searcy,skipped,skipped,skipped
1193,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1194,300,Jarrett Smith,Talisha Searcy,skipped,skipped
1195,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1196,100,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1197,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1198,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1199,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1200,600,Talisha Searcy,Seth Grimes,skipped,skipped
1201,600,Talisha Searcy,Jarrett Smith,skipped,skipped
1202,300,Talisha Searcy,Seth Grimes,skipped,skipped
1203,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1204,100,Seth Grimes,Jarrett Smith,skipped,skipped
1205,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1206,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1207,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1208,300,Talisha Searcy,WRITE-IN104,Seth Grimes,Jarrett Smith
1209,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1210,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1211,200,Seth Grimes,skipped,skipped,skipped
1212,300,Talisha Searcy,Seth Grimes,skipped,skipped
1213,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1214,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1215,200,Talisha Searcy,Seth Grimes,skipped,skipped
1216,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1217,100,Seth Grimes,Talisha Searcy,skipped,skipped
1218,100,Seth Grimes,Talisha Searcy,skipped,skipped
1219,100,Seth Grimes,Talisha Searcy,skipped,skipped
1220,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1221,600,Talisha Searcy,Seth Grimes,skipped,skipped
1222,200,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1223,600,Talisha Searcy,Seth Grimes,skipped,skipped
1224,600,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1225,500,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1226,400,Seth Grimes,skipped,skipped,skipped
1227,100,Jarrett Smith,Seth Grimes,skipped,skipped
1228,100,Jarrett Smith,Seth Grimes,skipped,skipped
1229,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1230,600,Talisha Searcy,Jarrett Smith,skipped,skipped
1231,400,Talisha Searcy,skipped,skipped,skipped
1232,100,Jarrett Smith,skipped,skipped,skipped
1233,200,Talisha Searcy,Seth Grimes,skipped,skipped
1234,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1235,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1236,500,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1237,200,Jarrett Smith,skipped,skipped,skipped
1238,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1239,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1240,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1241,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1242,100,Talisha Searcy,Seth Grimes,skipped,skipped
1243,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1244,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1245,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1246,100,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1247,400,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1248,100,Talisha Searcy,skipped,skipped,skipped
1249,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1250,300,Talisha Searcy,skipped,skipped,skipped
1251,100,Talisha Searcy,skipped,skipped,skipped
1252,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1253,100,Talisha Searcy,skipped,skipped,skipped
1254,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1255,300,Talisha Searcy,Seth Grimes,skipped,skipped
1256,600,Seth Grimes,skipped,skipped,skipped
1257,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1258,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1259,400,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1260,100,Seth Grimes,Jarrett Smith,skipped,skipped
1261,600,Talisha Searcy,skipped,skipped,skipped
1262,300,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1263,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1264,100,Talisha Searcy,Seth Grimes,skipped,skipped
1265,200,Talisha Searcy,skipped,skipped,skipped
1266,100,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1267,200,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1268,200,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1269,600,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1270,400,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1271,500,Seth Grimes,skipped,skipped,skipped
1272,100,Jarrett Smith,Seth Grimes,skipped,skipped
1273,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1274,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1275,300,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1276,600,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1277,600,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1278,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1279,300,Jarrett Smith,WRITE-IN106,Seth Grimes,skipped
1280,300,Jarrett Smith,WRITE-IN108,Seth Grimes,skipped
1281,300,Jarrett Smith,WRITE-IN109,Seth Grimes,skipped
1282,100,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1283,400,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1284,300,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1285,300,Jarrett Smith,Seth Grimes,skipped,skipped
1286,400,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1287,300,Talisha Searcy,Seth Grimes,skipped,skipped
1288,300,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1289,100,Seth Grimes,Talisha Searcy,skipped,skipped
1290,100,Talisha Searcy,skipped,skipped,skipped
1291,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1292,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1293,400,Jarrett Smith,Seth Grimes,Talisha Searcy,skipped
1294,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1295,400,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1296,600,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
1297,500,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1298,300,Jarrett Smith,Talisha Searcy,Seth Grimes,skipped
1299,300,Seth Grimes,Jarrett Smith,Talisha Searcy,skipped
1300,100,Seth Grimes,Talisha Searcy,Jarrett Smith,skipped
1301,500,Talisha Searcy,Jarrett Smith,Seth Grimes,skipped
1302,300,Talisha Searcy,Seth Grimes,skipped,skipped
1303,300,Talisha Searcy,Seth Grimes,Jarrett Smith,skipped
