index,rank1,rank2,rank3,rank4
1283,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1284,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1285,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1286,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1287,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1288,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1289,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1290,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1291,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1292,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1293,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1294,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1295,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1296,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1297,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1298,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1299,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1300,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1301,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1302,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1303,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1304,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1305,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1306,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1307,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1308,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1309,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1310,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1311,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1312,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1313,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1314,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1315,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1316,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1317,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1318,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1319,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1320,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1321,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1322,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1323,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1324,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1325,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1326,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1327,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1328,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1329,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1330,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1331,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1332,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1333,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1334,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1335,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1336,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1337,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1338,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1339,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1340,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1341,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1342,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1343,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1344,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1345,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1346,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1347,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1348,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1349,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1350,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1351,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1352,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1353,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1354,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1355,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1356,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1357,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1358,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1359,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1360,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1361,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1362,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1363,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1364,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1365,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1366,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1367,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1368,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1369,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1370,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1371,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1372,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1373,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1374,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1375,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1376,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1377,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1378,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1379,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1380,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1381,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1382,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1383,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1384,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1385,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1386,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1387,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1388,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1389,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1390,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1391,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1392,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1393,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1394,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1395,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1396,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1397,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1398,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1399,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1400,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1401,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1402,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1403,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1404,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1405,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1406,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1407,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1408,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1409,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1410,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1411,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1412,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1413,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1414,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1415,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1416,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1417,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1418,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1419,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1420,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1421,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1422,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1423,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1424,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1425,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1426,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1427,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1428,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1429,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1430,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1431,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1432,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1433,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1434,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1435,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1436,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1437,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1438,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1439,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1440,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1441,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1442,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1443,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1444,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1445,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1446,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1447,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1448,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1449,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1450,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1451,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1452,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1453,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1454,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1455,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1456,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1457,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1458,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1459,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1460,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1461,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1462,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1463,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1464,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1465,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1466,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1467,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1468,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1469,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1470,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1471,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1472,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1473,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1474,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1475,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1476,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1477,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1478,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1479,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1480,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1481,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1482,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1483,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1484,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1485,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1486,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1487,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1488,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1489,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1490,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1491,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1492,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1493,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1494,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1495,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1496,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1497,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1498,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1499,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1500,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1501,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1502,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1503,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1504,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1505,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1506,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1507,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1508,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1509,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1510,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1511,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1512,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1513,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1514,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1515,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1516,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1517,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1518,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1519,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1520,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1521,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1522,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1523,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1524,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1525,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1526,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1527,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1528,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1529,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1530,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1531,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1532,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1533,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1534,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1535,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1536,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1537,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1538,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1539,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1540,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1541,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1542,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1543,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1544,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1545,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1546,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1547,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1548,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1549,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1550,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1551,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1552,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1553,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1554,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1555,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1556,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1557,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1558,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1559,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1560,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1561,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1562,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1563,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1564,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1565,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1566,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1567,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1568,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1569,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1570,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1571,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1572,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1573,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1574,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1575,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1576,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1577,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1578,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1579,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1580,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1581,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1582,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1583,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1584,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1585,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1586,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1587,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1588,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1589,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1590,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1591,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1592,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1593,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1594,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1595,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1596,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1597,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1598,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1599,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1600,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1601,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1602,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1603,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1604,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1605,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1606,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1607,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1608,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1609,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1610,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1611,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1612,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1613,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1614,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1615,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1616,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1617,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1618,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1619,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1620,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1621,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1622,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1623,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1624,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1625,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1626,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1627,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1628,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1629,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1630,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1631,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1632,NICOLE M. LACHAPELLE,undervote,undervote,undervote
1633,NICOLE M. LACHAPELLE,undervote,undervote,undervote
