Unnamed: 0.1,Unnamed: 0,filename,partisan,level,type,candidates,choices,gamma bf,gamma mds,#1 candidate,#2 candidate,#3 candidate,#4 candidate,#5 candidate,bimodality
177,177,Minneapolis_11072017_PRBoardDistrict4.csv,0,1.0,B,2,3,1.0,1.0,73.5716946,71.37430168,,,,0.8588622916233365
178,178,Minneapolis_11072017_PRBoardDistrict5.csv,0,1.0,B,3,3,0.885457921,0.885457921,81.5779703,62.13490099,54.16460396,,,0.3216025736881118
179,179,Minneapolis_11072017_PRBoardDistrict6.csv,0,1.0,B,4,3,0.821720978,0.867320935,65.96540693,62.82058233,35.82931193,19.05329935,,0.4539543284851869
180,180,Minneapolis_11072017_Ward1CityCouncil.csv,0,1.0,R,3,3,0.891907382,0.835969739,82.0609812,76.89133425,50.77945896,,,0.4689573603940667
182,182,Minneapolis_11072017_Ward3CityCouncil.csv,0,1.0,R,4,3,0.669104587,0.746421482,72.32264131,57.42346672,54.46661791,47.84244071,,0.5766245487791197
183,183,Minneapolis_11072017_Ward4CityCouncil.csv,0,1.0,R,4,3,0.802548982,0.722084839,69.4502568,66.44474035,58.87388244,21.70439414,,0.5390011526970045
184,184,Minneapolis_11072017_Ward5CityCouncil.csv,0,1.0,R,4,3,0.749109052,0.660489427,74.74459492,67.07056308,51.60370634,31.62271323,,0.3903495292118807
185,185,Minneapolis_11072017_Ward6CityCouncil.csv,0,1.0,R,4,3,0.979348579,0.943728344,68.12196812,59.47331947,14.10949411,0.152460152,,0.4169272121183071
186,186,Minneapolis_11072017_Ward7CityCouncil.csv,0,1.0,R,4,3,0.834617926,0.689715922,79.71812376,65.58026866,50.62761506,16.14181898,,0.516187491422158
187,187,Minneapolis_11072017_Ward8CityCouncil.csv,0,1.0,R,4,3,0.896525488,0.724194776,90.02028912,54.97083439,54.65381689,14.21506467,,0.7997745985386435
188,188,Minneapolis_11072017_Ward9CityCouncil.csv,0,1.0,R,4,3,0.791432202,0.688509711,72.78998003,69.06879651,66.23706662,10.03811944,,0.6042779381267664
189,189,Minneapolis_11072017_Ward10CityCouncil.csv,0,1.0,R,4,3,0.829091389,0.802057233,83.14651193,64.30172755,59.76526441,11.71040485,,0.8283882187535822
190,190,Minneapolis_11072017_Ward11CityCouncil.csv,0,1.0,R,3,3,0.814867528,0.814867528,79.13291001,76.49441647,72.60783884,,,0.5421888986524543
191,191,Minneapolis_11072017_Ward12CityCouncil.csv,0,1.0,R,3,3,0.953829494,0.85499114,94.41819256,37.32033865,32.42764324,,,0.8798710364594919
192,192,Minneapolis_11072017_Ward13CityCouncil.csv,0,1.0,R,2,3,1.0,1.0,88.51033626,35.79096797,,,,0.9749575662988113
193,193,Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,0,1.0,R,5,3,0.789468805,0.694168907,69.16658941,38.97283767,36.6274219,35.41299713,31.03735978,0.6208723963489927
194,194,Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,0,1.0,R,5,3,0.781483668,0.819657615,55.51948052,41.61747344,39.07910272,39.06926407,36.9244392,0.7420853924633674
195,195,Minnetonka_11022021_Mayor.csv,0,1.0,E,2,3,1.0,1.0,73.07971672,50.69911022,,,,0.9311326357396869
196,196,NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,,1.0,R,2,3,1.0,1.0,94.95798319,40.33613445,,,,0.9553768595564588
197,197,NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,DP,1.0,E,5,5,0.572770415,0.594135833,71.65291535,66.680779,55.9458874,50.66853081,38.12988599,0.5607221909981838
198,198,NewYorkCity_06222021_DEMBoroughPresidentKings.csv,DP,1.0,E,12,5,,0.482624229,46.12336141,46.0476944,37.92230138,25.96242217,25.73300256,0.3066472114160478
199,199,NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,DP,1.0,E,7,5,0.522221848,0.588079325,59.02047104,52.05678356,37.9446474,37.3731082,36.49475598,0.257478424182201
200,200,NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,DP,1.0,E,3,4,0.870628046,0.870628046,72.69730106,71.62888561,53.71820863,,,0.4728073994444301
201,201,NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,DP,1.0,E,5,5,0.558555052,0.575502406,76.16756298,59.25559015,50.29719785,45.97367676,43.92867252,0.5049624728484519
202,202,NewYorkCity_06222021_DEMComptrollerCitywide.csv,DP,1.0,O,10,5,,0.507020719,52.66598509,49.16379989,35.26949982,29.15555648,24.8702468,0.2166484947512289
203,203,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,DP,1.0,R,9,5,,0.436833188,60.06685288,50.05265809,46.4398553,36.92018865,29.19547598,0.5510260113896914
204,204,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,DP,1.0,R,2,3,1.0,1.0,84.72621122,52.40359716,,,,0.9305909386054908
205,205,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,DP,1.0,R,6,5,0.570301266,0.590081717,70.05927121,43.56609266,42.91025146,36.97611616,32.69736611,0.3416837920297
206,206,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,DP,1.0,R,7,5,0.489514066,0.534762935,62.74247492,57.53295298,45.63446783,40.80661027,37.57229982,0.5565870853342216
207,207,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,DP,1.0,R,6,5,0.599477171,0.602801959,78.35334129,44.275526,39.57006167,37.46351615,30.40785767,0.595089465366522
208,208,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,DP,1.0,R,12,5,,0.415438959,53.08434565,39.13586629,34.92289136,33.72103041,31.00284311,0.4847149243844251
209,209,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,DP,1.0,R,4,5,0.73032843,0.705952788,82.15874102,63.02600068,47.58809442,42.10571331,,0.6542562298776442
210,210,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,DP,1.0,R,13,5,,0.326570349,41.47357763,40.65189454,40.40655789,29.58448538,27.26741696,0.4583700376977479
211,211,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,DP,1.0,R,8,5,,0.547625121,71.36880771,60.62445794,52.47181266,25.08545482,23.40186725,0.6144775486715063
212,212,NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,DP,1.0,R,7,5,0.47420926,0.520157268,70.28930227,55.54251511,52.40302799,42.79678423,36.08356317,0.6406826433548338
213,213,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,DP,1.0,R,3,4,0.811544894,0.811544894,81.44859005,69.22322819,65.04815178,,,0.6139708320119108
214,214,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,DP,1.0,R,5,5,0.631261921,0.623431382,80.01204698,59.27115751,44.06184118,43.0177693,41.66248369,0.6631894534341382
215,215,NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,DP,1.0,R,6,5,0.509845437,0.543298751,68.36756299,56.68007622,53.18653398,49.73533771,40.90620368,0.3203111485989349
216,216,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,DP,1.0,R,8,5,,0.492656876,66.56147591,51.30477,48.58599345,40.72096128,32.72241777,0.1248552839370244
217,217,NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,DP,1.0,R,4,5,0.7149916,0.723589287,76.08459334,59.62051586,58.73109991,48.2261093,,0.5002232880979971
218,218,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,DP,1.0,R,2,3,1.0,1.0,82.01064066,67.76767901,,,,0.8509142192261111
219,219,NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,DP,1.0,R,8,5,,0.42242178,62.51870857,60.73693963,45.97676573,40.06841993,30.06200556,0.3151912247386843
220,220,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,DP,1.0,R,6,5,0.578955418,0.656113788,66.89607708,58.2855395,52.25969259,38.57918483,24.7533838,0.4861877552185799
221,221,NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,DP,1.0,R,8,5,,0.519071778,56.95227358,51.06163097,42.56858324,37.9462608,34.93987223,0.4445203313138674
222,222,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,DP,1.0,R,5,5,0.657259833,0.609884486,76.57552274,54.37929522,49.84646878,40.9855242,38.06112005,0.7080467330788126
223,223,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,DP,1.0,R,6,5,0.595776122,0.536789607,74.85992242,68.45021858,40.28077089,39.33871067,29.21618127,0.2317375585308206
224,224,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,DP,1.0,R,7,5,0.517057827,0.547483668,61.12388096,51.3972901,42.87442536,41.69489475,35.86982821,0.2908254378212832
225,225,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,DP,1.0,R,4,5,0.715095465,0.687649165,78.41587112,47.89677804,43.57100239,43.15334129,,0.870989768666601
226,226,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,DP,1.0,R,8,5,,0.550345012,51.10872915,50.87425471,46.40584176,37.27473705,30.990822,0.5954189992061971
227,227,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,DP,1.0,R,15,5,,0.315592748,51.41980474,39.24128312,33.05439331,30.39888424,29.82984658,0.2151910716504336
228,228,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,DP,1.0,R,12,5,,0.323457395,67.91870715,39.57394711,38.65817826,31.64054848,28.51126347,0.252511408926092
229,229,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,DP,1.0,R,3,4,0.941679738,0.829316983,77.09254242,59.81748182,57.82831884,,,0.8512183307731945
230,230,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,DP,1.0,R,9,5,,0.391103847,55.47837254,43.24908061,38.55583445,33.10373008,32.35070924,0.4445465260300687
231,231,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,DP,1.0,R,2,3,1.0,1.0,69.14571816,62.24053406,,,,0.9026504894372608
232,232,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,DP,1.0,R,3,4,0.903445688,0.845100369,85.96085298,54.83709587,51.56025264,,,0.7762122825217962
233,233,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,DP,1.0,R,6,5,0.594168868,0.551315918,61.31493983,61.25623716,37.41316897,36.85549359,35.09441346,0.2093185798793643
234,234,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,DP,1.0,R,8,5,,0.595688532,70.99869765,52.4778943,33.44643224,25.2758928,24.68298033,0.141531574443416
235,235,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,DP,1.0,R,4,5,0.791887771,0.705763952,90.58249466,40.53064959,37.31625496,33.16864898,,0.8107825692675286
236,236,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,DP,1.0,R,7,5,0.628401214,0.585266655,71.21784957,62.66827061,46.81216704,29.39794925,23.91590766,0.395645972344247
237,237,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,DP,1.0,R,5,5,0.603252452,0.65259852,65.45775254,63.26794011,53.98812597,49.73756668,30.77353295,0.4666745297644734
238,238,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,DP,1.0,R,6,5,0.595478772,0.558261349,70.52931446,55.69748208,38.42124609,37.81473994,35.44385223,0.567794123929413
239,239,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,DP,1.0,R,6,5,0.622801948,0.645587385,64.02212499,48.74927764,43.52348716,41.7898126,41.43482209,0.4100665573415522
240,240,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,DP,1.0,R,7,5,0.49068168,0.545482279,62.16096289,57.40473681,57.18564535,41.50535249,34.57207832,0.4124802073559551
241,241,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,DP,1.0,R,11,5,,0.447073029,57.72103215,47.47998748,45.38258575,30.90648898,30.62474845,0.3410248427135554
242,242,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,DP,1.0,R,2,3,1.0,1.0,77.39401415,72.1482828,,,,0.865017372293353
243,243,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,DP,1.0,R,4,5,0.701139127,0.661141687,75.75195188,70.86266479,50.83194676,44.1827723,,0.650438634012269
244,244,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,DP,1.0,R,3,4,0.939439543,0.910326933,88.80643487,53.07213285,39.88064349,,,0.7348492336942949
245,245,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,DP,1.0,R,8,5,,0.538832061,61.15711425,47.25334199,41.92239,37.1326514,30.40536884,0.268619732519936
246,246,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,DP,1.0,R,4,5,0.721640489,0.695587135,70.74295687,62.9394166,43.76714036,43.28097731,,0.7026712421604334
247,247,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,DP,1.0,R,5,5,0.58991085,0.622852794,69.79778213,58.44748858,52.70711024,46.43400739,32.84409654,0.3928592420557646
248,248,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,DP,1.0,R,9,5,,0.412252619,60.72467986,49.51251455,40.99243306,40.10477299,37.24534342,0.2533865160156896
249,249,NewYorkCity_06222021_DEMMayorCitywide.csv,DP,1.0,E,13,5,,0.347728012,56.42931351,56.16328536,53.52503174,43.74256694,39.39874674,0.2198995222709397
250,250,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,DP,1.0,O,3,4,0.917117884,0.874147063,85.0891963,51.0221739,39.60914643,,,0.7113450790826957
251,251,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,RP,1.0,E,2,3,1.0,1.0,78.69075787,73.17702732,,,,0.840031560149789
252,252,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,RP,1.0,E,4,5,0.752689817,0.728876651,72.88766509,68.76752843,46.1322727,35.63306308,,0.4765793034590592
253,253,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,RP,1.0,R,2,3,1.0,1.0,80.79470199,68.87417219,,,,0.7939923213012012
254,254,NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,RP,1.0,R,2,3,1.0,1.0,75.88339223,71.64310954,,,,0.8593885646515641
255,255,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,RP,1.0,R,2,3,1.0,1.0,83.30046022,67.38987508,,,,0.8273299698244795
256,256,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,RP,1.0,R,2,3,1.0,1.0,79.41176471,71.73913043,,,,0.8598713902685717
257,257,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,RP,1.0,R,2,3,1.0,1.0,89.76405274,49.82650937,,,,0.8299166254489385
258,258,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,RP,1.0,R,5,5,0.676007005,0.7117338,60.58377116,57.27962639,50.9048453,34.20899008,29.27028605,0.2433658099407469
259,259,NewYorkCity_06222021_REPMayorCitywide.csv,RP,1.0,E,2,3,1.0,1.0,86.56744344,63.4359585,,,,0.8895862341261034
260,260,Oakland_11022010_CityAuditor.csv,0,1.0,O,2,3,1.0,1.0,88.30886295,70.33344331,,,,0.803124395441517
261,261,Oakland_11022010_CityCouncilDistrict2.csv,0,1.0,E,2,3,1.0,1.0,83.26587681,67.87107219,,,,0.873469190012394
262,262,Oakland_11022010_CityCouncilDistrict4.csv,0,1.0,R,7,3,0.57883946,0.519906547,67.80145902,55.73833023,35.1499547,33.34763744,23.21079483,0.1742265275145222
263,263,Oakland_11022010_CityCouncilDistrict6.csv,0,1.0,R,3,3,0.828877836,0.773624495,86.22163506,68.86073982,67.97482126,,,0.7322791561851041
264,264,Oakland_11022010_Mayor.csv,0,1.0,E,10,3,,0.42566382,62.54699798,58.14464515,54.85353341,38.62690707,14.09772237,0.2502494894650226
266,266,Oakland_11022010_SchoolDirectorDistrict4.csv,0,1.0,B,2,3,1.0,1.0,87.78771364,67.69141224,,,,0.8112837482539297
268,268,Oakland_11032020_CityAttorneyOaklandRCV.csv,0,1.0,O,2,5,1.0,1.0,92.84720131,70.68267161,,,,0.8961476629993469
269,269,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,0,1.0,R,3,5,0.856818206,0.856818206,84.34036641,78.69936562,63.57771387,,,0.4375863059184907
270,270,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,0,1.0,R,3,5,0.809975603,0.795283275,88.18650041,71.26592573,67.22146923,,,0.5801445414670743
271,271,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,0,1.0,R,6,5,0.500373171,0.397962164,79.02780933,63.3221923,50.34234351,48.62900347,39.27702242,0.5328905426504862
272,272,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,0,1.0,R,3,5,0.836731246,0.836731246,82.77202073,79.33093039,71.29984231,,,0.5865245142263398
273,273,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,0,1.0,R,5,5,0.372714773,0.363446555,77.46600805,72.42959719,69.55746805,67.31170749,63.81320976,0.597338096465873
274,274,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,0,1.0,B,3,5,0.926570385,0.926570385,88.53024767,70.9819616,69.54643002,,,0.4956256840526979
275,275,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,0,1.0,B,5,5,0.508408797,0.478060208,82.71389112,69.1654138,66.26341736,53.90720604,53.80581099,0.5926561939307026
276,276,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,0,1.0,B,4,5,0.585704291,0.605293843,82.74253731,73.60657649,68.55760261,63.16464552,,0.5069582498099515
277,277,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,0,1.0,B,5,5,0.428322725,0.380991241,75.90446657,75.38218813,68.32598879,66.16070943,65.51874218,0.71397126316151
278,278,Oakland_11042014_CityAuditor.csv,0,1.0,O,2,3,1.0,1.0,89.5464804,62.32521781,,,,0.9118093109267558
279,279,Oakland_11042014_CityCouncilDistrict2.csv,0,1.0,R,5,3,0.614517318,0.662785556,65.41635962,60.37582903,54.06779661,40.79587325,12.32129698,0.2105347192313365
280,280,Oakland_11042014_CityCouncilDistrict4.csv,0,1.0,R,3,3,0.920180638,0.900649167,88.08354502,72.38498448,51.73017217,,,0.5104840167626842
281,281,Oakland_11042014_CityCouncilDistrict6.csv,0,1.0,R,5,3,0.629851547,0.672062243,61.71525666,60.25755679,52.67394026,46.9325702,0.947952066,0.0694156458391088
282,282,Oakland_11042014_Mayor.csv,0,1.0,E,16,3,,0.554597533,56.39626958,41.845074,35.16139754,33.13879602,32.64805365,0.1054398260544506
283,283,Oakland_11042014_SchoolDirectorDistrict2.csv,0,1.0,B,2,3,1.0,1.0,89.06436742,56.67577258,,,,0.9196839086217328
284,284,Oakland_11042014_SchoolDirectorDistrict4.csv,0,1.0,B,4,3,0.678810409,0.709789343,70.83643123,67.60842627,56.78438662,31.57372986,,0.6191585648907643
285,285,Oakland_11042014_SchoolDirectorDistrict6.csv,0,1.0,B,2,3,1.0,1.0,81.05688709,70.55539513,,,,0.8520136935931483
286,286,Oakland_11062012_CityAttorney.csv,0,1.0,O,2,3,1.0,1.0,86.39797719,60.37186705,,,,0.8483539538952296
287,287,Oakland_11062012_CityCouncilAtLarge.csv,0,1.0,R,5,3,0.678283458,0.62986977,68.13036852,53.79398725,52.09199224,31.27944029,19.03366584,0.5534773019757562
288,288,Oakland_11062012_CityCouncilDistrict1.csv,0,1.0,R,7,3,0.561115382,0.603256692,61.35299462,56.95366553,47.10671605,21.49695996,19.2501223,0.2151468507455448
289,289,Oakland_11062012_CityCouncilDistrict3.csv,0,1.0,R,6,3,0.532683148,0.532229531,57.46427761,49.2447267,48.88183262,35.49557723,29.06327966,0.3462947787561267
290,290,Oakland_11062012_CityCouncilDistrict5.csv,0,1.0,R,4,3,0.676801702,0.724758443,68.2918181,62.00691428,48.24040422,38.27674852,,0.3230945043932146
291,291,Oakland_11062012_CityCouncilDistrict7.csv,0,1.0,R,3,3,0.868008799,0.868008799,81.66788881,68.95540297,57.4895007,,,0.6039781847123281
292,292,Oakland_11062012_SchoolDirectorDistrict1.csv,0,1.0,B,2,3,1.0,1.0,86.78048967,56.95733547,,,,0.929048395768556
293,293,Oakland_11062012_SchoolDirectorDistrict3.csv,0,1.0,B,3,3,0.813959132,0.760374703,79.34766782,70.09173421,67.05334175,,,0.6254465890037694
294,294,Oakland_11062012_SchoolDirectorDistrict5.csv,0,1.0,B,2,3,1.0,1.0,78.36534086,70.12833349,,,,0.8535762221140344
295,295,Oakland_11062012_SchoolDirectorDistrict7.csv,0,1.0,B,2,3,1.0,1.0,79.57304013,71.16949879,,,,0.8541943479554915
296,296,Oakland_11062018_CityAuditor.csv,0,1.0,O,2,3,1.0,1.0,85.76339541,58.62656537,,,,0.8808864141413584
297,297,Oakland_11062018_CityCouncilDistrict2.csv,0,1.0,R,3,3,0.931546627,0.931546627,80.95872804,74.44661303,52.14452325,,,0.414681900987315
298,298,Oakland_11062018_CityCouncilDistrict4.csv,0,1.0,R,7,3,0.600102873,0.541742502,64.66724697,63.25868481,54.80335523,22.25607344,15.53770673,0.5372413548801045
299,299,Oakland_11062018_CityCouncilDistrict6.csv,0,1.0,R,5,3,0.573192535,0.652084032,64.88993184,53.71549894,48.22885239,39.08816628,36.36719187,0.4892230828030691
300,300,Oakland_11062018_Mayor.csv,0,1.0,E,10,3,,0.634331405,70.32668162,56.66585012,54.5145628,13.1376133,10.3155012,0.7356321807743947
302,302,Oakland_11062018_SchoolDirectorDistrict4.csv,0,1.0,B,2,3,1.0,1.0,74.66347713,66.58692832,,,,0.8663663350597941
303,303,Oakland_11062018_SchoolDirectorDistrict6.csv,0,1.0,B,2,3,1.0,1.0,98.83073889,1.817285342,,,,0.9895394776529324
305,305,Oakland_11082016_CityCouncilDistrict1.csv,0,1.0,R,2,3,1.0,1.0,89.63127699,45.89698962,,,,0.8575322448832686
306,306,Oakland_11082016_CityCouncilDistrict3.csv,0,1.0,R,2,3,1.0,1.0,75.50599459,74.61647544,,,,0.8373606010357649
307,307,Oakland_11082016_CityCouncilDistrict5.csv,0,1.0,R,2,3,1.0,1.0,79.30513595,67.52985182,,,,0.8665062103676155
308,308,Oakland_11082016_CityCouncilDistrict7.csv,0,1.0,R,3,3,0.837565063,0.837565063,82.65202488,67.68439761,63.13952012,,,0.6777108454054297
309,309,Oakland_11082016_CouncilAtLrg.csv,0,1.0,R,5,3,0.675586992,0.603578922,78.16159943,57.92337818,56.54548058,22.50213253,20.24444763,0.3380249218979877
310,310,Oakland_11082016_SchoolDirectorDistrict1.csv,0,1.0,B,2,3,1.0,1.0,84.3668758,51.66210267,,,,0.9458271374303622
311,311,Oakland_11082016_SchoolDirectorDistrict3.csv,0,1.0,B,5,3,0.726066562,0.674603529,69.31427295,68.78713424,64.20370784,22.56868439,0.236765691,0.1459212107235052
312,312,Oakland_11082016_SchoolDirectorDistrict5.csv,0,1.0,B,4,3,0.777935996,0.760173874,67.87828824,65.48752155,42.14194709,36.65592445,,0.3544081166998894
313,313,Oakland_11082016_SchoolDirectorDistrict7.csv,0,1.0,B,2,3,1.0,1.0,83.35563286,66.53732941,,,,0.83751898603404
315,315,Oakland_11082022_CityCouncilmemberDistrict4.csv,0,1.0,R,2,5,1.0,1.0,85.1938599,65.89074661,,,,0.8309710424902343
316,316,Oakland_11082022_CityCouncilmemberDistrict6.csv,0,1.0,R,4,5,0.640639762,0.58320961,90.2753408,56.28964773,51.8288568,51.78161695,,0.8261893652041447
317,317,Oakland_11082022_Mayor.csv,0,1.0,E,10,5,,0.396100536,63.55404685,63.09699269,44.79993101,40.61510239,39.52068111,0.2618081387592483
318,318,Oakland_11082022_Schoolboarddistrict2.csv,0,1.0,B,3,5,0.95417522,0.95417522,84.48447123,70.29335806,60.10860208,,,0.4314154165255841
319,319,Oakland_11082022_Schoolboarddistrict4.csv,0,1.0,B,3,5,0.798392574,0.798392574,72.56433477,71.56441023,69.97207758,,,0.6731784725799485
320,320,Oakland_11082022_Schoolboarddistrict6.csv,0,1.0,B,3,5,0.899346405,0.899346405,81.48606811,74.39284486,63.1372549,,,0.3702215693151379
321,321,Payson_11052019_CityCouncil.csv,1,1.0,R,5,5,0.288008965,0.289503175,92.08068734,90.21292492,87.22450504,82.06948076,78.7075084,0.617424189634632
322,322,PierceCounty_11032009_CountyAuditor.csv,1,1.0,O,3,3,0.933534428,0.859795511,82.75551377,79.54518745,56.20323579,,,0.3623530335251032
323,323,PierceCounty_11042008_CountyAssessorTreasurer.csv,1,1.0,O,6,3,0.581903336,0.632458781,46.35598918,43.59671775,42.86554712,41.66144584,30.89444249,0.3728784915615894
324,324,PierceCounty_11042008_CountyCouncilDistrict2.csv,1,1.0,R,3,3,0.875365872,0.875365872,75.67357967,65.83944162,59.88542266,,,0.7660420003326595
325,325,PierceCounty_11042008_CountyExecutiveMember.csv,1,1.0,E,4,3,0.704945053,0.765856366,58.19556212,57.85722166,53.57948828,50.13523589,,0.6957680114143054
326,326,Portland_06082021_charter_commission_at_large.csv,0,1.0,B,11,1,,0.251224234,60.66507232,59.7767908,59.40097939,52.01002164,49.6298827,0.6347327456734556
327,327,Portland_06142022_SchoolboardAL-1.csv,0,1.0,B,7,7,0.605212897,0.493315358,75.59824739,72.93562521,47.89349511,42.27614875,39.65846534,0.2070042759089913
328,328,Portland_06142022_SchoolboardAL.csv,0,1.0,B,29,7,,0.597056841,75.52235453,72.84879802,47.85441474,42.26016625,39.6427769,0.1477441179281992
329,329,Portland_06142022_Schoolboarddistrict5-1.csv,0,1.0,B,6,5,0.744233726,0.799077396,69.297796,45.46386468,44.02870323,41.26089185,37.92926704,0.5461972102920722
330,330,Portland_06142022_Schoolboarddistrict5.csv,0,1.0,B,14,5,,0.697435897,69.17948718,45.43589744,43.8974359,41.23076923,37.84615385,0.2082522178466152
331,331,Portland_11082022_SchoolBoardDistrict3.csv,0,1.0,B,3,3,0.937429628,0.937429628,78.07624256,73.94241596,54.83352099,,,0.5269659987426469
332,332,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,0,1.0,B,3,3,0.945604808,0.889376409,86.75882795,76.80841473,42.16979715,,,0.4727991952231115
333,333,SanFrancisco_06052018_Mayor.csv,0,1.0,E,8,3,,0.623461603,65.88755678,62.63494539,58.21724914,30.63827079,13.96510712,0.5048868068003725
334,334,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,0,1.0,B,5,3,0.663622129,0.682092322,76.82672234,45.89422408,42.69601021,29.67408954,26.82092322,0.7074720877335943
335,335,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,0,1.0,B,4,3,0.69955607,0.59463424,79.65257672,60.07334491,47.85562633,46.34240494,,0.6295364581554614
336,336,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,0,1.0,B,22,3,,0.434390042,46.97655872,39.20077473,35.52935145,22.66085619,16.57694608,0.0917167585278073
337,337,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,0,1.0,B,13,3,,0.510730428,52.69129871,46.79035368,26.34090837,21.95707829,20.98991751,0.1551878752290095
338,338,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,0,1.0,B,6,3,0.679296891,0.662925868,75.82559028,66.7310245,53.36470778,27.85085073,13.11693013,0.4324093499694182
339,339,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,0,1.0,B,8,3,,0.53085088,53.35692095,40.82671729,40.82240249,35.86900242,27.99879185,0.1526602786567654
